证券代码,证券名称,风险评分,风险项,风险项数量,风险详情
836395.BJ,朗鸿科技,100,,,
603799.SH,华友钴业,90,负债率逐年递增;关联交易风险,2,截止20221231，资产负债率逐年递增10%以上且最近年度高于70%;业务单一且大量关联方交易(关联交易方占净利润53.49%)
300966.SZ,共同药业,100,,,
600313.SH,农发种业,100,,,
688116.SH,天奈科技,80,扣非净利润陡降风险;股价脚踝斩;股权分散,3,截止20230630，公司扣非净利润相比去年同期降幅超过50%;公司股价较两年内历史最高价，下跌超过75%。;TAO ZHENG(第一大股东)持股比例为9.22%。
600238.SH,海南椰岛,55,短期负债风险;流动性风险;财报亏损;员工人数陡降;诉讼风险;被频繁问询监管;行政监管措施或处罚;股权被司法拍卖,8,截止至2023-06-30，货币资金占短期负债和一年内到期非流动负债不足40%，利息保障倍数<3;截止至2023-06-30，流动比率小于1，速动比率小于0.5;最新季度20230630净利润：-5205.15万;截止2022-12-31，公司员工人数相对上期下降31.22%;截止至2023-09-26，公司近三年内诉讼仲裁次数大于2次;截止至2023-09-26，公司近一年内问询监管次数大于3次;海南椰岛：海南椰岛关于公司及相关责任主体收到海南监管局行政监管措施决定书的公告TXT:http://static.cninfo.com.cn/finalpage/2023-08-08/1217478695.PDF;海南椰岛：海南椰岛关于控股股东所持部分股份被司法拍卖的进展及股东权益变动的提示性公告
603068.SH,博通集成,90,财报亏损,1,最新季度20230630净利润：-5212.96万
688711.SH,宏微科技,94,存货同比大幅增加,1,截止至20230630，该公司存货超过2亿且超过本期收入的1/3，存货相对去年同比增幅大于100%
300279.SZ,和晶科技,90,财报亏损,1,最新年报20221231净利润：-3.21亿
300433.SZ,蓝思科技,92,最大客户占营收比过高,1,根据该公司20221231的数据：第一大客户占公司全部营业收入比例70.96%
001211.SZ,双枪科技,80,财报亏损;拟大比例减持,2,"最新季度20230630净利润：-1581.51万;双枪科技股份有限公司（以下简称“公司”）特定股东宁波科发海鼎创业投资合伙企业（有限合伙）（以下简称“科发海鼎”）、杭州科发创业投资合伙企业（有限合伙）（以下简称“科发创投”）计划在本公告披露之日起3个交易日后的6个月内通过集中竞价交易方式或大宗交易方式合计减持公司股份不超过1199320股，不超过公司总股本的1.67%
    科发海鼎、科发创投的基金管理人和执行事务合伙人均为浙江科发资本管理有限公司。科发海鼎、科发创投互为一致行动人，两者合计持有公司股份1199320股，占公司总股本比例为1.67%。"
002584.SZ,西陇科学,80,被频繁问询监管;行政监管措施或处罚;公司被立案调查,3,截止至2023-09-26，公司近一年内问询监管次数大于3次;西陇科学：关于收到行政处罚决定书的公告TXT:http://static.cninfo.com.cn/finalpage/2023-07-08/1217239368.PDF;信披违法违规
003038.SZ,鑫铂股份,94,短期负债风险,1,截止至2023-06-30，货币资金占短期负债和一年内到期非流动负债不足40%，利息保障倍数<3
001328.SZ,登康口腔,100,,,
300316.SZ,晶盛机电,95,经营现金流风险,1,"截止至2022-12-31，经营活动产生的现金净流量低于净利润50%,资产负债率>60%"
600219.SH,南山铝业,89,货币资产充足仍举债;关联交易风险,2,"截止20230630,公司货币资产为226.03亿元,流动负债合计为142.43亿元;业务单一且大量关联方交易(关联交易方占净利润31.80%)"
688087.SH,英科再生,100,,,
301063.SZ,海锅股份,92,大比例解禁,1,"海锅股份非公开发行限售,在三个月内解禁2012.07万股，解禁比例19.28%>8%"
301111.SZ,粤万年青,95,营业外支出过大,1,"截至20221231,该公司营业外支出超过营业利润的20%"
688005.SH,容百科技,72,扣非净利润陡降风险;经营现金流风险;最大客户占营收比过高;诉讼风险;研发费用减少,5,"截止20230630，公司扣非净利润相比去年同期降幅超过50%;截止至2022-12-31，经营活动产生的现金净流量低于净利润50%,资产负债率>60%;根据该公司20221231的数据：第一大客户占公司全部营业收入比例62.80%;截止至2023-09-26，公司近三年内诉讼仲裁次数大于2次;截止2023-06-30,公司研发费用相比上年同期减少60.88%"
300762.SZ,上海瀚讯,77,应收账款坏账风险;最大客户占营收比过高;财报亏损,3,"截止至2023-06-30,该公司应收账款(应收票据)周转天数大于500;根据该公司20221231的数据：第一大客户占公司全部营业收入比例51.50%;最新季度20230630净利润：-1475.21万"
603079.SH,圣达生物,90,财报亏损,1,最新季度20230630净利润：-633.30万
300745.SZ,欣锐科技,64,应收账款占收入比例过高;经营现金流风险;货币资产充足仍举债;财报亏损;会计师事务所变动;交易所监管,6,"截止至2023-06-30,该公司营业收入大于5亿,应收账款占收入比例为108.51%;截止至2022-12-31，经营活动产生的现金净流量低于净利润50%,资产负债率>60%;截止20230630,公司货币资产为16.07亿元,流动负债合计为15.31亿元;最新年报20221231净利润：-2804.65万;最近1-2年内,会计师事务所发生变动;关于对深圳欣锐科技股份有限公司的监管函TXT:http://reportdocs.static.szse.cn/UpFiles/jgsy/gkxx_jgsy_30074554871.pdf"
002420.SZ,毅昌科技,85,财报亏损;股票频繁更名,2,最新季度20230630净利润：-115.06万;截止目前，该公司历史更名次数达4次及以上
688195.SH,腾景科技,90,清仓式减持;拟大比例减持;已大比例减持,3,"股东持股的基本情况
    截至本公告披露日，股东东台玉典投资合伙企业（有限合伙）(原名称：宁波梅山保税港区虹石曼宁投资合伙企业（有限合伙），现已更名）直接持有腾景科技股份有限公司（以下简称“公司”或“腾景科技”）股份5903084股，占公司总股本比例为4.5637%。上述股份来源于公司首次公开发行前持有的股份。
    减持计划的主要内容
    因企业资金需要，股东东台玉典投资合伙企业（有限合伙）计划通过大宗交易、竞价交易方式减持公司股份数量不超过5903084股，即不超过公司总股本的4.5637%，其中大宗交易减持期间为2023年7月14日至2024年1月13日，竞价交易减持期间为2023年8月1日至2024年1月31日
    近日，公司收到公司股东东台玉典投资合伙企业（有限合伙）发来的《关于股份减持计划的告知函》。(公告日期：20230711);股东持股的基本情况
    截至本公告披露日，股东东台玉典投资合伙企业（有限合伙）(原名称：宁波梅山保税港区虹石曼宁投资合伙企业（有限合伙），现已更名）直接持有腾景科技股份有限公司（以下简称“公司”或“腾景科技”）股份5903084股，占公司总股本比例为4.5637%。上述股份来源于公司首次公开发行前持有的股份。
    减持计划的主要内容
    因企业资金需要，股东东台玉典投资合伙企业（有限合伙）计划通过大宗交易、竞价交易方式减持公司股份数量不超过5903084股，即不超过公司总股本的4.5637%，其中大宗交易减持期间为2023年7月14日至2024年1月13日，竞价交易减持期间为2023年8月1日至2024年1月31日
    近日，公司收到公司股东东台玉典投资合伙企业（有限合伙）发来的《关于股份减持计划的告知函》。;截止至20230920，该公司重要股东近半年已减持的股份占总股本的比例为：8.25%"
601139.SH,深圳燃气,94,流动性风险,1,截止至2023-06-30，流动比率小于1，速动比率小于0.5
002767.SZ,先锋电子,89,高库存隐忧;理财风险,2,截止至2023-06-30，货币资金占总资产不足15%，应收票据与应收款项之和占总资产超20%，存货占总资产超15%且存货周转率低于1.2 或 非房地产公司的存货超总资产的50%;最近一年，公司购买的金融产品出现延期兑付的情况
688226.SH,威腾电气,83,存货同比大幅增加;应收账款占收入比例过高;短期负债风险,3,"截止至20230630，该公司存货超过2亿且超过本期收入的1/3，存货相对去年同比增幅大于100%;截止至2023-06-30,该公司营业收入大于5亿,应收账款占收入比例为97.30%;截止至2023-06-30，货币资金占短期负债和一年内到期非流动负债不足40%，利息保障倍数<3"
603115.SH,海星股份,90,扣非净利润陡降风险,1,截止20230630，公司扣非净利润相比去年同期降幅超过50%
603893.SH,瑞芯微,82,市盈率过高;扣非净利润陡降风险,2,该公司最新财报显示净利润为正，但TTM市盈率超过300;截止20230630，公司扣非净利润相比去年同期降幅超过50%
002601.SZ,龙佰集团,100,,,
301021.SZ,英诺激光,90,财报亏损,1,最新季度20230630净利润：-506.34万
002484.SZ,江海股份,94,"应收款增加,低现金流",1,"截止20230630,公司应收账款增速为32.95%，净利润增速为21.01%，经营活动现金流（33513.77万元）小于净利润（36157.14万元）"
601919.SH,中远海控,84,扣非净利润陡降风险;营收陡降风险;货币资产充足仍举债,3,"截止20230630，公司扣非净利润相比去年同期降幅超过50%;截止20230630，公司营业收入相比去年同期降幅超过50%;截止20230630,公司货币资产为1993.31亿元,流动负债合计为1361.77亿元"
600322.SH,天房发展,62,高负债率;短期负债风险;财报亏损;高担保比例;净资产偏低,5,"截止20230630,公司负债率为95.706%;截止至2023-06-30，货币资金占短期负债和一年内到期非流动负债不足40%，利息保障倍数<3;最新季度20230630净利润：-1.47亿;截止至2023-06-30,该公司对外担保额合计占净资产的比例大于30%;截止20230630,该公司净资产不足5000万"
