股票代码,股票简称,风险评分,风险项,风险项数量,风险详情
300139.SZ,晓程科技,72.0,最大客户占营收比过高;业绩公告预警;业绩变脸风险;财报亏损;三费占营收比例高;被频繁问询监管,6.0,根据该公司20211231的数据：第一大客户占公司全部营业收入比例61.03%;预计公司2022年01-12月归属于上市公司股东的净利润为-8000万元至-6000万元，与上年同期相比变动幅度为-201.73%至-176.3%。;截止2023-01-20，三季报显示公司盈利，但预告今年业绩或将亏损;最新季度20220930净利润：-1454.00万;截止20211231，三大费用占营业收入50%以上，且较去年同期增长20%以上;截止至2023-03-14，公司近一年内问询监管次数大于3次
600269.SH,赣粤高速,100.0,,,
001283.SZ,豪鹏科技,95.0,公允价值收益异常,1.0,"截止至20220930,该公司净利润大于1000万，公允价值变动收益和投资收益之和为负且绝对值大于净利润的1/4"
001236.SZ,弘业期货,80.0,公允价值收益异常;业绩公告预警;换手率过高,3.0,"截止至20220930,该公司净利润大于1000万，公允价值变动收益和投资收益之和为负且绝对值大于净利润的1/4;预计公司2022年01-12月归属于上市公司股东的净利润为1205万元-1805万元，与上年同期相比变动幅度为-84.98%--77.5%。;截止最新交易日，该股票近5日换手率达127.0622%"
600257.SH,大湖股份,95.0,扣非亏损,1.0,该公司最新财报显示净利润为正，但扣非净利润为负
002328.SZ,新朋股份,92.0,最大客户占营收比过高,1.0,根据该公司20211231的数据：第一大客户占公司全部营业收入比例64.11%
603915.SH,国茂股份,100.0,,,
603128.SH,华贸物流,95.0,高应收款隐忧,1.0,"截止20220930,该公司应收帐款和净资产均大于20亿，且(应收票据+应收账款)占净资产的1/2及以上"
002024.SZ,ST易购,10.0,高预付款隐忧;负债率逐年递增;财报亏损;审计报告其他非标;分析师评级下调;ST股票,6.0,"截止20220930,该公司预付款和净资产均大于10亿，且预付款占净资产的1/2及以上;截止20211231，资产负债率逐年递增10%以上且最近年度高于70%;最新季度20220930净利润：-45.45亿;我们提请财务报表使用者关注，如合并财务报表附注二(1)所述，苏宁易购于2021年度合并净亏损为人民币441.79亿元，经营活动现金净流出为人民币64.30亿元。于2021年12月31日，苏宁易购的流动负债超出流动资产为人民币349.94亿元，现金及现金等价物余额为人民币41.62亿元。于2021年度，苏宁易购由于未能履行若干银行借款协议中的约定条款而触发了部分银行借款合同中的违约或交叉违约条款(以下合称“违约事项”)。于2021年12月31日，该等违约事项导致相关银行及其他金融机构有权要求苏宁易购提前偿还共计人民币191.05亿元的银行借款本金及利息。此外，于2021年12月31日，苏宁易购部分应付款项共约人民币328.93亿元亦已逾期未支付。上述事项，连同财务报表附注二(1)所述的其他事项，表明存在可能导致对苏宁易购持续经营能力产生重大疑虑的重大不确定性。本事项不影响已发表的审计意见。;考虑到公司短期面临内外部双重压力和挑战较大，公司变革措施效果仍需观察，我们将2021，2022年盈利预测由40.3.+10.5亿元下调至54.6+6.4亿元，当前股价对应2022年0.22倍P/s，下调评级至中性，相应下调目标价15%至6.07元，对应2022年0.25倍P/S，有159上行空间。;"
603322.SH,超讯通信,59.0,扣非亏损;负债率逐年递增;最大客户占营收比过高;诉讼风险;清仓式减持,5.0,"该公司最新财报显示净利润为正，但扣非净利润为负;截止20211231，资产负债率逐年递增10%以上且最近年度高于70%;根据该公司20211231的数据：第一大客户占公司全部营业收入比例66.24%;截止至2023-03-14，公司近三年内诉讼仲裁次数大于2次;股东TXT:    股东及董事持股的基本情况
    截至本公告日，超讯通信股份有限公司（以下简称“公司”）股东广州诚信创业投资有限公司（以下简称“广州诚信”）持有公司股份6948053股，占公司总股本的4.41%    减持计划的主要内容
    广州诚信拟自本公告发布之日起3个交易日后的6个月内，通过集中竞价和大宗交易方式合计减持不超过6948053股，占公司总股本的4.41%。万军先生、钟海辉先生、邓国平先生和陈桂臣先生计划通过集中竞价和大宗交易方式合计减持公司股份数量不超过802900股，占公司总股本的0.51%。其中，大宗交易方式减持期间为自本减持计划公告之日起3个交易日后的6个月内，集中竞价交易方式减持期间为自本减持计划公告之日起15个交易日后的6个月内。
    广州诚信减持期间：2023/2/6～2023/8/4。"
001322.SZ,箭牌家居,92.0,流动性风险,1.0,截止至2022-09-30，流动比率小于1，速动比率小于0.5
600637.SH,东方明珠,66.0,净利润陡降风险;货币资产充足仍举债;业绩公告预警;关联交易风险,4.0,"截止20220930，公司扣非净利润相比去年同期降幅超过50%;截止20220930,公司货币资产为82.02亿元,流动负债合计为69.00亿元;预计公司2022年01-12月归属于母公司所有者的净利润为12700万元至19000万元，与上年同期相比变动幅度为-93%至-90%。;业务单一且大量关联方交易(关联交易方占净利润36.38%)"
600981.SH,汇鸿集团,80.0,高预付款隐忧;高应收款隐忧;业绩公告预警;业绩变脸风险;财报亏损,5.0,"截止20220930,该公司预付款和净资产均大于10亿，且预付款占净资产的1/2及以上;截止20220930,该公司应收帐款和净资产均大于20亿，且(应收票据+应收账款)占净资产的1/2及以上;预计公司2022年01-12月归属于上市公司股东的净利润为-52915万元至-44096万元，与上年同期相比变动幅度为-312.81%至-277.34%。;截止2023-01-31，三季报显示公司盈利，但预告今年业绩或将亏损;最新季度20220930净利润：-1.92亿"
301221.SZ,光庭信息,90.0,业绩公告预警;财报亏损,2.0,预计公司2022年01-12月归属于上市公司股东的净利润为2700万元至3500万元，与上年同期相比变动幅度为-63.14%至-52.22%。;最新季度20220930净利润：-194.03万
600127.SH,金健米业,79.0,短期负债风险;业绩公告预警;业绩变脸风险;财报亏损;长期不分红,5.0,截止至2022-09-30，货币资金占短期负债和一年内到期非流动负债不足40%，利息保障倍数<3;预计公司2022年01-12月归属于上市公司股东的净利润为-5200万元至-4700万元，与上年同期相比变动幅度为-123.47%至-101.99%。;截止2023-01-31，三季报显示公司盈利，但预告今年业绩或将亏损;最新季度20220930净利润：-4239.15万;久不分红，公司最近一次现金分红为2000-12-31财报：10送1.67213转增2.5082股派0.41803元（含税）
600469.SH,风神股份,100.0,,,
601989.SH,中国重工,82.0,业绩公告预警;业绩变脸风险;财报亏损;关联交易风险,4.0,预计公司2022年01-12月归属于上市公司股东的净利润为-250000万元至-210000万元，与上年同期相比变动幅度为-1236.84%至-1054.94%。;截止2023-01-31，三季报显示公司盈利，但预告今年业绩或将亏损;最新季度20220930净利润：-12.52亿;业务单一且大量关联方交易(关联交易方占净利润278.60%)
603096.SH,新经典,85.0,清仓式减持,1.0,"股东TXT:    股东持股的基本情况
    截至本公告日，新经典文化股份有限公司（以下称“公司”或“新经典”）控股股东一致行动人大方文化传播（天津）合伙企业（有限合伙）（以下简称“大方文化”）持有本公司无限售流通股2507400股，占公司总股本的1.54%；天津聚英企业管理咨询合伙企业（有限合伙）（以下简称“聚英管理”），持有本公司无限售流通股779466股，占公司总股本的0.48%。上述两位股东属同一控制人控制的企业，合计持有公司无限售流通股3286866股，合计持股占公司总股本的2.02%。上述股份均来源于公司首次公开发行前股份及上市后权益分派资本公积转增股本取得。
    减持计划的主要内容
    因大方文化及聚英管理将进行合伙企业清算，拟合计减持本公司股份数量不超过3286866股，减持比例不超过公司股份总数的2.02%，减持价格视市场情况确定。上述减持将自本公告披露之日起3个交易日后的六个月内（2022/6/22～2022/12/21）通过大宗交易方式进行，在任意连续90日内减持股份总数不超过公司股份总数的2%，且大宗交易受让方在受让后6个月内不得转让所受让的股份。"
603171.SH,税友股份,100.0,,,
601996.SH,丰林集团,82.0,净利润陡降风险;关联交易风险,2.0,截止20221231，公司扣非净利润相比去年同期降幅超过50%;业务单一且大量关联方交易(关联交易方占净利润40.38%)
601939.SH,建设银行,100.0,,,
605111.SH,新洁能,94.0,"应收款增加,低现金流",1.0,"截止20220930,公司应收账款增速为12.62%，净利润增速为8.68%，经营活动现金流（16158.51万元）小于净利润（33770.83万元）"
301365.SZ,矩阵股份,95.0,上市首日破发,1.0,公司上市首日即跌破发行价，跌幅为2.10%。
600779.SH,水井坊,100.0,,,
002330.SZ,得利斯,90.0,净利润陡降风险,1.0,截止20220930，公司扣非净利润相比去年同期降幅超过50%
603329.SH,上海雅仕,86.0,"应收款增加,低现金流;诉讼风险",2.0,"截止20220930,公司应收账款增速为70.21%，净利润增速为30.36%，经营活动现金流（7302.35万元）小于净利润（13915.93万元）;截止至2023-03-14，公司近三年内诉讼仲裁次数大于2次"
600917.SH,重庆燃气,100.0,,,
600918.SH,中泰证券,80.0,净利润陡降风险;业绩公告预警,2.0,截止20220930，公司扣非净利润相比去年同期降幅超过50%;预计公司2022年01-12月归属于上市公司股东的净利润为54000万元至64800万元，与上年同期相比变动幅度为-83.13%至-79.75%。
300132.SZ,青松股份,62.0,财报亏损;被频繁问询监管;分析师评级下调;行政监管措施或处罚;股权分散,5.0,最新季度20220930净利润：-6.57亿;截止至2023-03-14，公司近一年内问询监管次数大于3次;盈利预测与投资建议：上半年公司化妆品制造业务受到疫情反复、需求疲软、原材料价格上涨、行业监管等多重不利因素影响、业绩承压，长期来看公司化妆品制造龙头地位不改、期待逐步回归正常增长，松节油加工业务短期仍有压力。考虑到经营环境仍存不确定性，我们下调公司22~24年盈利预测（归母净利润较前次盈利预测分别下调97%/47%/24%），对应22~24年EPS分别为0.01、0.31、0.52元，23年PE为19倍，下调至“中性”评级。;青松股份：关于公司及相关人员收到福建证监局行政监管措施决定书的公告TXT:http://static.cninfo.com.cn/finalpage/2022-12-28/1215472136.PDF;诺斯贝尔(香港)无纺布制品有限公司(第一大股东)持股比例为9.17%。
300021.SZ,大禹节水,95.0,应收账款占收入比例过高,1.0,"截止至2022-09-30,该公司营业收入大于5亿,应收账款占收入比例为86.35%"
002246.SZ,北化股份,100.0,,,
300444.SZ,双杰电气,85.0,经营现金流风险;业绩公告预警;业绩变脸风险;财报亏损,4.0,"截止至2022-12-31，经营活动产生的现金净流量低于净利润50%,资产负债率>60%;预计公司2022年01-12月归属于上市公司股东的净利润为-18000万元至-12000万元，与上年同期相比变动幅度为-58.84%至-5.89%。;截止2023-01-31，三季报显示公司盈利，但预告今年业绩或将亏损;最新季度20220930净利润：-8163.71万"
