证券代码,证券名称,流通市值,总市值,最新价,涨跌幅,所属同花顺行业,三级行业,二级行业,一级行业,主营产品,投资逻辑,公司亮点,所属概念,沪深指数
300248.SZ,新开普,39.6,47.4,9.85,-0.91,计算机-计算机应用-IT服务,教育软件,社会服务,可选消费,智慧校园产品,校园信息化龙头企业，高校一卡通占率45%,智慧校园、智慧政企软件产品综合服务商,"物联网,蚂蚁金服,区块链,虹膜识别,养老,无人零售,乡村振兴,元宇宙,数字乡村,阿里巴巴,智能电网,大数据,数字经济,银联,智慧城市,数字货币,指纹支付,智能交通,节能减排,职业教育,水利,人力资源服务,疫情监测,华为,边缘计算,虚拟数字人,虚拟现实,在线教育,移动支付,华为鲲鹏,指纹技术,人脸识别,智慧政务,NFC,云计算,人工智能",
002960.SZ,青鸟消防,110.3,128.9,17.5,-0.91,机械设备-专用设备-楼宇设备,消防,家居装修,建筑业,火灾自动报警及联动控制系统,国内领先的消防产品供应商,主营消防安全电子系统产品，中国消防报警行业龙头企业,"芯片,消防装备,冬奥会",中证1000
603261.SH,立航科技,8.7,26.6,33.9,-0.91,国防军工-国防军工-航空装备,飞机,军工,公共事业,飞机地面保障设备,航空工业重要主机厂飞机地面保障设备的重要供应商,飞机地面保障设备开发制造龙头企业，为业内首家A股上市公司,"军工,军民融合,无人机,成飞,大飞机,智能制造,高端装备",
000951.SZ,中国重汽,205.5,205.5,17.49,-0.91,交运设备-汽车整车-商用载货车,载货车,汽车整车,汽车,重卡,国内重卡行业龙头,我国最大的重型汽车生产基地,"MSCI,冬奥会,国企改革,汽车制造,减速器,燃料电池,无人驾驶,氢能源,冷链物流,新能源汽车,环渤海,地方国企改革",中证1000
601238.SH,广汽集团,801.1,1145.9,10.93,-0.91,交运设备-汽车整车-乘用车,乘用车,汽车整车,汽车,乘用车,国内汽车行业领先的汽车制造商之一,国内产业链最为完整、产业布局最为优化的汽车集团之一,"新能源整车,智能汽车,石墨烯,宁德时代,国企改革,汽车制造,同花顺漂亮100,燃料电池,车联网,二手车,广东国企改革,新能源汽车,蔚来汽车,华为汽车,地方国企改革",沪深300
603057.SH,紫燕食品,10.1,99.0,24.03,-0.91,食品饮料-食品加工制造-休闲食品,零食,食品,必需消费,卤制食品,国内最大的佐餐卤制食品企业,国内最大的佐餐卤制食品企业,"大消费,冷链物流,预制菜",中证1000
300611.SZ,美力科技,14.4,20.6,9.78,-0.91,交运设备-汽车零部件-汽车零部件Ⅲ,汽车零部件,汽车零部件,汽车,汽车零配件弹簧,主营高端弹簧产品的研发、生产和销售，浙江省著名商标,主营高端弹簧产品的研发、生产和销售，浙江省著名商标,"军工,特斯拉,滴滴,比亚迪,理想汽车,专精特新,汽车制造,新能源汽车,蔚来汽车",
300504.SZ,天邑股份,39.6,50.3,18.44,-0.91,通信-通信设备-通信终端及配件,光模块,通信,科技,通信设备制造,国内知名的通信设备专业提供商,国内领先的光通信和移动通信产品及服务综合供应商,"物联网,虚拟现实,VR设备,WiFi 6,F5G,5G,华为,超清视频,物联网传输层,边缘计算",
603991.SH,至正股份,28.3,28.3,37.95,-0.91,基础化工-化工合成材料-其他塑料制品,塑料制品,合成材料,化工,线缆用材料,国内领先的线缆用高分子材料企业之一,电线电缆、光缆用绿色环保型聚烯烃高分子材料领域高新技术企业,"新材料,核电,电缆,芯片,5G",
600268.SH,国电南自,63.2,64.2,7.58,-0.92,电力设备-电力设备-电气自控设备,电控设备,电气设备,电力设备,电网自动化,电力自动化领域的先行者,国内电力自动化行业的知名企业,"储能,国企改革,有轨电车,水利,智能电网,新能源,新基建,充电桩,特高压,轨道交通,高铁,海上风电,光伏,央企国企改革,抽水蓄能,超超临界发电,虚拟电厂,地方国企改革",
688273.SH,麦澜德,7.9,33.8,33.55,-0.92,医药生物-医疗器械-医疗设备,医疗器械,医疗器械,生物医药,产后康复设备,“麦澜德”为产后康复领域知名度较高的企业品牌,主营盆底及产后康复领域相关产品,"辅助生殖,抗原检测,专精特新,三胎",
002424.SZ,贵州百灵,103.6,121.8,8.63,-0.92,医药生物-中药-中药Ⅲ,中药,中药,生物医药,苗药,苗药领域龙头，终端覆盖率在全国名列前茅,苗药研发、生产龙头企业,"健康中国,肝炎,黔中经济区,中医药,互联网医疗,流感,乡村振兴,腾讯,仿制药一致性评价,创新药,新冠治疗,鱼蛋白,医疗器械,银屑病,抗癌",中证1000
002664.SZ,信质集团,55.8,56.7,14.01,-0.92,交运设备-汽车零部件-汽车零部件Ⅲ,汽车电气,汽车零部件,汽车,发电机定子,全球领先的汽车发电机定子生产企业,全球领先的汽车发电机定子生产企业,"扁线电机,特斯拉,比亚迪,电机电控,宁德时代,新能源汽车,华为,汽车电子",中证1000
603583.SH,捷昌驱动,78.2,78.7,20.47,-0.92,机械设备-自动化设备-工控设备,自动化设备,机械设备,机械,智慧办公驱动系统,国内线性驱动行业的标杆企业,经营应用于智慧办公、医疗康护、智能家居领域的线性驱动系统,"外贸受益,养老金持股,一带一路,人民币贬值受益,养老,机器人",中证1000
301182.SZ,凯旺科技,8.1,21.7,22.62,-0.92,电子-消费电子-消费电子零部件及组装,电子配件,消费电子,科技,电子线缆组件,国内电子精密线缆连接组件行业安防应用领域领先企业,在国内电子精密线缆连接组件行业安防应用领域中拥有一定市场地位,"专精特新,华为,安防,充电桩",
603648.SH,畅联股份,35.1,35.1,9.69,-0.92,交通运输-物流-物流Ⅲ,物流,物流,交通运输,精益供应链管理,服务于高端企业的专业性第三方物流企业,专注于为国际跨国企业提供精益供应链管理服务,"统一大市场,上海国企改革,上海自贸区,长三角一体化,换电,医疗器械,冷链物流,智能物流,苹果,一带一路,国企改革,自由贸易港,地方国企改革,机器人",
300331.SZ,苏大维格,49.7,64.3,24.75,-0.92,电子-光学光电子-光学元件,光学电子,消费电子,科技,柔性光电子材料,国内领先的微纳光学技术和柔性光电子材料商,国内少数既从事装备制造又从事产品生产的微纳光学制造企业之一,"新材料,柔性屏,触摸屏,VR设备,光刻胶,3D打印,元宇宙,华为,OLED,小米,增强现实,虚拟现实,裸眼3D",
002899.SZ,英派斯,18.1,18.1,15.06,-0.92,轻工制造-家用轻工-文娱用品,体育,社会服务,可选消费,健身器材,国内领先的健身器材品牌厂商,国内健身器材行业的领先企业,"健康中国,人民币贬值受益,足球,体育用品,冰雪产业,冬奥会,体育产业",
002981.SZ,朝阳科技,23.8,23.8,24.74,-0.92,电子-消费电子-消费电子零部件及组装,声学电子,消费电子,科技,电声配件,耳机及电声产品配件业务领域的国内知名企业,从事电声部件及电声产品研产销,"智能穿戴,三星,虚拟现实,小米,消费电子,无线耳机,苹果",
600511.SH,国药股份,196.4,267.8,35.49,-0.92,医药生物-医药商业-医药商业Ⅲ,医药商业,医疗服务,生物医药,医药批发,特殊药品（麻醉药品、一类精神药品）渠道的龙头地位,麻醉药品、一类精神药品批发业务的市场占有率排名第一,"MSCI,流感,国企改革,医保目录,新冠疫苗,冷链物流,芬太尼,抗癌,医药电商,央企国企改革,地方国企改革,医疗改革",中证500
002087.SZ,*ST新纺,17.5,17.6,2.15,-0.92,纺织服装-纺织制造-棉纺,纺织制造,纺织,可选消费,棉纺织,国内高端棉纺织品领域的制造商之一,中国纺织行业前十企业，拥有棉花收购加工、纺纱、织布、染整的完善产业链,"新疆振兴,土地流转,国企改革,一带一路,棉纱,供销社,地方国企改革",
000976.SZ,ST华铁,34.3,34.3,2.15,-0.92,交运设备-非汽车交运-轨交设备,高铁,铁路,交通运输,轨道交通配件,轨道交通装备制造业务商,中国高铁和轨道交通行业配套设备的龙头企业,"线型,新基建,高铁,新能源汽车,污水处理,铁路基建,锂电池",
600742.SH,一汽富维,58.7,63.8,8.58,-0.92,交运设备-汽车零部件-汽车零部件Ⅲ,轮胎,汽车零部件,汽车,汽车车轮,国内外多家知名整车企业的战略合作伙伴,国内重要汽车零部件生产基地,"中朝贸易区,智能汽车,传感器,国企改革,新能源汽车,振兴东北,吉林国企改革,地方国企改革,小米",中证1000
300825.SZ,阿尔特,86.0,90.7,18.23,-0.92,交运设备-汽车服务-汽车服务Ⅲ,汽车服务,汽车相关,汽车,新能源车整车设计,是目前国内技术领先的独立汽车设计公司,国内领先的独立汽车设计开发解决方案提供商,"无人驾驶,一体化压铸,充电桩,小鹏汽车,比亚迪,宁德时代,理想汽车,换电,新能源汽车,蔚来汽车,减速器,燃料电池",
688096.SH,京源环保,14.6,14.6,9.65,-0.92,环保-环保-水务及水治理,水务,环保,公共事业,工业废污水处理,面向大型企业销售环保水处理设备、提供工程总承包业务,承担国家火炬计划项目和江苏省火炬计划项目,"污水处理,新能源,节能环保",
300889.SZ,爱克股份,13.3,23.4,15.0,-0.92,电子-光学光电子-LED,照明设备,消费电子,科技,LED照明应用,具有较高的知名度的LED照明设计企业,产品成功应用于国内诸多大型城市整体亮化项目,"智慧灯杆,露营经济,锂电池,传感器,充电桩,冬奥会,智慧城市,跨境电商,节能照明,机器人",
300832.SZ,新产业,426.0,479.2,60.99,-0.93,医药生物-医疗器械-体外诊断,体外诊断,医疗器械,生物医药,体外诊断试剂,全自动化学发光免疫分析仪器及配套试剂领域国内领先者,全自动化学发光免疫分析仪器及配套试剂领域国内领先者,"肝炎,抗原检测,流感,医疗器械,猴痘,新冠检测,体外诊断","创业300,中证500"
300711.SZ,广哈通信,34.5,34.6,13.9,-0.93,通信-通信设备-其他通信设备,通信网络,通信,科技,多媒体指挥调度系,国内领先的数字与多媒体指挥调度系统供应商,主营数字与多媒体指挥调度系统及相关产品，占据领先地位,"军工,广东国企改革,专网通信,华为鲲鹏,国企改革,军民融合,人脸识别,5G,地方国企改革,人工智能",
600375.SH,汉马科技,48.9,48.9,7.48,-0.93,交运设备-汽车整车-商用载货车,载货车,汽车整车,汽车,重卡、专用车,国内最大的罐式专用汽车生产企业之一,国内最大的罐式专用汽车生产企业之一,"军工,安徽自贸区,安徽城镇化,换电,汽车制造,新能源汽车,垃圾分类,燃料电池",
002043.SZ,兔宝宝,74.9,90.2,10.68,-0.93,建筑材料-建筑材料-其他建材,建筑材料,建筑材料,建筑业,装饰材料,国内装饰板材行业龙头,具有影响力的装饰材料综合服务商,"胶合板,精装修,电子商务,林场改革,智能家居,共同富裕示范区",中证1000
603701.SH,德宏股份,36.3,36.3,13.87,-0.93,交运设备-汽车零部件-汽车零部件Ⅲ,汽车电气,汽车零部件,汽车,车用发电机,国内商用车配套发电机龙头企业,公司在商用车配套发电机市场均处于国内同行业领先地位,"储能,稀土永磁,农机,国企改革,新能源汽车,浙江国企改革,乡村振兴,节能环保,地方国企改革,汽车电子",
002066.SZ,瑞泰科技,27.1,27.1,11.72,-0.93,建筑材料-建筑材料-耐火材料,耐火材料,建筑材料,建筑业,耐火材料,中国建材集团旗下，国内领先的综合型耐火材料服务商,中国建材集团旗下，国内规模最大的熔铸耐火材料生产企业,"新材料,证金持股,岩棉,国企改革,央企国企改革,碳中和,中材系,地方国企改革",
870357.BJ,雅葆轩,2.0,6.8,8.52,-0.93,电子-消费电子-消费电子零部件及组装,PCB,半导体,科技,PCBA,专业的小批量领域PCBA电子制造服务,主要向深天马等公司供货的PCBA电子制造商,汽车电子,
600756.SH,浪潮软件,51.8,51.8,15.97,-0.93,计算机-计算机应用-IT服务,电子政务,计算机,科技,电子政务,电子政务和烟草信息化领先企业,国内领先的电子政务和烟草业信息化建设服务商,"数字中国,工业互联网,电子信息,国企改革,信创,边缘计算,国产软件,大数据,国资云,智慧政务,山东国企改革,地方国企改革",
600200.SH,江苏吴中,52.9,53.1,7.45,-0.93,医药生物-化学制药-化学制剂,制药,生物,生物医药,化学制剂,以医药为核心产业，房地产为重要产业，投资为辅业,涵盖基因药物、化学药物与现代中药为一体的完整产业链,"核污染防治,肝炎,中医药,流感,医美,仿制药一致性评价,医保目录,辅助生殖,创新药,新冠治疗,幽门螺杆菌,猴痘,抗癌,仿制药",
301205.SZ,联特科技,56.2,224.9,173.36,-0.93,通信-通信设备-通信网络设备及器件,光模块,通信,科技,光模块,中高端光模块行业领先企业,光模块制造商,"芯片设计,人民币贬值受益,共封装光学（CPO）,5G,数据中心,芯片",
603987.SH,康德莱,56.3,56.3,12.76,-0.93,医药生物-医疗器械-医疗耗材,医疗耗材,医疗器械,生物医药,注射器,医用穿刺器械产业链的综合性生产企业,国内拥有完整医用穿刺器械产业链的综合性生产企业,"专精特新,医疗器械",
301042.SZ,安联锐视,13.9,22.8,32.93,-0.93,计算机-计算机设备-计算机设备Ⅲ,安防,计算机,科技,安防视频监控产品,我国安防视频监控产品的重要制造商之一,我国安防视频监控产品的重要制造商之一,"安防,人民币贬值受益,人脸识别,华为,机器视觉,人工智能",
002648.SZ,卫星化学,500.0,500.9,14.87,-0.93,基础化工-化学制品-其他化学制品,化学制品,基础化工,化工,(聚)丙烯、丙烯酸及酯,丙烯酸及酯产能跻身全球前十大生产商，居国内第五位,国内最大的丙烯酸生产企业,"新材料,长三角一体化,聚丙烯,燃料电池,丙烷脱氢,互联网金融,氢能源,尿不湿,丙烯,POE胶膜,丙烯酸",沪深300
