证券代码,证券名称,公司名称,注册地,一级行业,二级行业,三级行业,交易所英文简称,exg
SCE_H,SCE Trust III Pfd,SCE Trust III,United States 美国,金融,综合金融,其它综合性金融服务,NYSE,N
SCE_J,SCE Trust IV Pfd,SCE Trust IV,United States 美国,金融,综合金融,其它综合性金融服务,NYSE,N
SCE_K,SCE Trust V Preference Securities,SCE Trust V,United States 美国,金融,综合金融,其它综合性金融服务,NYSE,N
SCE_L,Southern California Edison Co Series L Pfd,Southern California Edison Company,United States 美国,公用事业,电力,电力公用事业,NYSE,N
SCHL,学乐教育,学乐教育集团,United States 美国,科技,媒体娱乐,出版,NASDAQ,O
SCHN,史尼泽钢铁,史尼索钢铁工业公司,United States 美国,原材料,金属与采矿,钢铁,NASDAQ,O
SCHW,嘉信理财,嘉信理财公司,United States 美国,金融,综合金融,投资银行业与经纪业,NYSE,N
SCHW_D,The Charles Schwab Corp Series D Pfd,嘉信理财公司,United States 美国,金融,综合金融,投资银行业与经纪业,NYSE,N
SCHW_J,The Charles Schwab Corp Series J Pfd,嘉信理财公司,United States 美国,金融,综合金融,投资银行业与经纪业,NYSE,N
SCI,Service Corp International,Service Corporation International,United States 美国,可选消费,社会服务,特殊消费者服务,NYSE,N
SCKT,Socket Mobile Inc,"Socket Mobile, Inc.",United States 美国,科技,计算机设备,电脑硬件、储存设备及电脑周边,NASDAQ,O
SCL,史提宾,史提宾公司,United States 美国,原材料,化学制品,特种化学制品,NYSE,N
SCLX,Scilex Holding Co,Scilex Holding Company,Cayman Islands 开曼群岛（英属）,金融,综合金融,投资银行业与经纪业,NASDAQ,O
SCM,Stellus Capital Investment Corp,Stellus Capital Investment Corporation,United States 美国,金融,综合金融,资产管理与托管银行,NYSE,N
SCOR,康姆斯克,康姆斯克公司,United States 美国,科技,信息技术服务,互联网服务与基础设施,NASDAQ,O
SCPH,scPharmaceuticals Inc,scPharmaceuticals Inc.,United States 美国,医疗保健,生物医药,制药,NASDAQ,O
SCPL,SciPlay Corp-A,SciPlay Corporation,United States 美国,科技,媒体娱乐,互动家庭娱乐,NASDAQ,O
SCRM,Screaming Eagle Acquisition Corp-A,Screaming Eagle Acquisition Corp.,Cayman Islands 开曼群岛（英属）,金融,综合金融,投资银行业与经纪业,NASDAQ,O
SCRMU,Screaming Eagle Acquisition Corp Unit Cons of 1 CL A + 1/3 W,Screaming Eagle Acquisition Corp.,Cayman Islands 开曼群岛（英属）,金融,综合金融,投资银行业与经纪业,NASDAQ,O
SCS,Steelcase Inc-A,Steelcase Inc.,United States 美国,工业,商业服务,办公服务与用品,NYSE,N
SCSC,ScanSource Inc,"ScanSource, Inc.",United States 美国,科技,计算机设备,技术产品经销商,NASDAQ,O
SCTL,Societal CDMO Inc,"Societal CDMO, Inc.",United States 美国,医疗保健,生物医药,生物科技,NASDAQ,O
SCU,Sculptor Capital Management Group Inc-A,"Sculptor Capital Management, Inc.",United States 美国,金融,综合金融,资产管理与托管银行,NYSE,N
SCUA,Sculptor Acquisition Corp I-A,Sculptor Acquisition Corp I,Cayman Islands 开曼群岛（英属）,金融,综合金融,投资银行业与经纪业,NYSE,N
SCUA_U,Sculptor Acquisition Corp I Unit Cons of 1 CL A + 1/2 Wts,Sculptor Acquisition Corp I,Cayman Islands 开曼群岛（英属）,金融,综合金融,投资银行业与经纪业,NYSE,N
SCVL,Shoe Carnival Inc,"Shoe Carnival, Inc.",United States 美国,可选消费,零售业,服装零售,NASDAQ,O
SCWO,374Water Inc,374Water Inc.,United States 美国,公用事业,电力,电力公用事业,NASDAQ,O
SCWX,SecureWorks Corp-A,SecureWorks Corp.,United States 美国,科技,信息技术服务,互联网服务与基础设施,NASDAQ,O
SCX,施泰力,施泰力公司,United States 美国,工业,资本品,工业机械,NYSE,N
SCYX,SCYNEXIS Inc,"SCYNEXIS, Inc.",United States 美国,医疗保健,生物医药,制药,NASDAQ,O
SD,SandRidge Energy Inc,"SandRidge Energy, Inc.",United States 美国,能源,石油,石油与天然气的勘探与生产,NYSE,N
SDA,SunCar Technology Group Inc-A,SunCar Technology Group Inc.,Cayman Islands 开曼群岛（英属）,可选消费,汽车,机动车零配件与设备,NASDAQ,O
SDAC,Sustainable Development Acquisition I Corp-A,Sustainable Development Acquisition I Corp.,United States 美国,金融,综合金融,投资银行业与经纪业,NASDAQ,O
SDACU,Sustainable Development Acquisition I Corp Unit Cons of 1 Sh,Sustainable Development Acquisition I Corp.,United States 美国,金融,综合金融,投资银行业与经纪业,NASDAQ,O
SDC,SmileDirectClub Inc-A,"SmileDirectClub, Inc.",United States 美国,医疗保健,医疗保健设备与服务,医疗保健设备,NASDAQ,O
SDGR,Schrodinger Inc,"Schrodinger, Inc.",United States 美国,医疗保健,生物医药,制药,NASDAQ,O
SDIG,Stronghold Digital Mining Inc-A,"Stronghold Digital Mining, Inc.",United States 美国,科技,信息技术服务,数据处理与外包服务,NASDAQ,O
SDPI,Superior Drilling Products Inc,"Superior Drilling Products, Inc.",United States 美国,工业,资本品,工业机械,AMEX,A
SDRL,Seadrill Ltd,Seadrill Limited,Bermuda 百慕大,能源,油服工程,石油天然气设备与服务,NYSE,N
SE,Sea Ltd ADR,Sea Limited,Cayman Islands 开曼群岛（英属）,科技,信息技术服务,互联网服务与基础设施,NYSE,N
SEAC,SeaChange International Inc,"SeaChange International, Inc.",United States 美国,科技,软件,应用软件,NASDAQ,O
SEAL_A,Seapeak LLC Series A Pfd,Seapeak LLC,Marshall Islands 马绍尔群岛,能源,石油,石油与天然气的储存和运输,NYSE,N
SEAL_B,Seapeak LLC Series B Pfd,Seapeak LLC,Marshall Islands 马绍尔群岛,能源,石油,石油与天然气的储存和运输,NYSE,N
SEAS,海洋世界娱乐,海洋世界娱乐公司,United States 美国,可选消费,酒店餐饮,消闲设施,NYSE,N
SEAT,Vivid Seats Inc-A,Vivid Seats Inc.,United States 美国,科技,媒体娱乐,电影与娱乐,NASDAQ,O
SEB,Seaboard Corp,Seaboard Corporation,United States 美国,日常消费品,食品饮料,包装食品与肉类,AMEX,A
SECO,寺库,寺库控股有限公司,Cayman Islands 开曼群岛（英属）,科技,电商,互联网与直销零售,NASDAQ,O
SEDA,SDCL EDGE Acquisition Corp-A,SDCL EDGE Acquisition Corporation,Cayman Islands 开曼群岛（英属）,金融,综合金融,投资银行业与经纪业,NYSE,N
SEDA_U,SDCL EDGE Acquisition Corp Unit Cons of 1 CL A + 1/2 Wts,SDCL EDGE Acquisition Corporation,Cayman Islands 开曼群岛（英属）,金融,综合金融,投资银行业与经纪业,NYSE,N
SEDG,SolarEdge Technologies Inc,"SolarEdge Technologies, Inc.",United States 美国,科技,计算机设备,电子设备和仪器,NASDAQ,O
SEE,希悦尔,希悦尔公司,United States 美国,原材料,容器与包装,纸材料包装,NYSE,N
SEED,奥瑞金种业,奥瑞金种业有限公司,The British Virgin Islands 英属维尔京群岛,日常消费品,食品饮料,农产品,NASDAQ,O
SEEL,Seelos Therapeutics Inc,"Seelos Therapeutics, Inc.",United States 美国,医疗保健,生物医药,生命科学工具和服务,NASDAQ,O
SEER,Seer Inc,"Seer, Inc.",United States 美国,医疗保健,生物医药,生命科学工具和服务,NASDAQ,O
SEIC,SEI Investments Co,SEI Investments Company,United States 美国,金融,综合金融,资产管理与托管银行,NASDAQ,O
SELB,Selecta Biosciences Inc,"Selecta Biosciences, Inc.",United States 美国,医疗保健,生物医药,生物科技,NASDAQ,O
SELF,Global Self Storage Inc,"Global Self Storage, Inc.",United States 美国,房地产,股权房地产投资信托 (REITs),多样化房地产投资信托,NASDAQ,O
SEM,Select Medical Holdings Corp,Select Medical Holdings Corporation,United States 美国,医疗保健,医疗保健设备与服务,保健护理产品经销商,NYSE,N
SEMR,SEMrush Holdings Inc-A,"SEMrush Holdings, Inc.",United States 美国,科技,软件,应用软件,NYSE,N
SENEA,Seneca Foods Corp-A,Seneca Foods Corporation,United States 美国,日常消费品,食品饮料,包装食品与肉类,NASDAQ,O
SENEB,Seneca Foods Corp-B,Seneca Foods Corporation,United States 美国,日常消费品,食品饮料,包装食品与肉类,NASDAQ,O
SENS,Senseonics Holdings Inc,"Senseonics Holdings, Inc.",United States 美国,医疗保健,医疗保健设备与服务,医疗保健设备,AMEX,A
SEPA,SEP Acquisition Corp-A,SEP Acquisition Corp.,United States 美国,金融,综合金融,投资银行业与经纪业,NASDAQ,O
SEPAU,SEP Acquisition Corp Unit Cons of 1 CL A + 1/2 Wts,SEP Acquisition Corp.,United States 美国,金融,综合金融,投资银行业与经纪业,NASDAQ,O
SERA,Sera Prognostics Inc-A,"Sera Prognostics, Inc.",United States 美国,医疗保健,医疗保健设备与服务,保健护理机构,NASDAQ,O
SES,SES AI Corp-A,SES AI Corporation,United States 美国,工业,资本品,电气部件与设备,NYSE,N
SEV,Sono Group NV,Sono Group N.V.,Netherlands 荷兰,可选消费,汽车,汽车制造商,NASDAQ,O
SF,Stifel Financial Corp,Stifel Financial Corp.,United States 美国,金融,综合金融,投资银行业与经纪业,NYSE,N
SF_B,Stifel Financial Corp Series B Pfd,Stifel Financial Corp.,United States 美国,金融,综合金融,投资银行业与经纪业,NYSE,N
SF_C,Stifel Financial Corp Series C Pfd,Stifel Financial Corp.,United States 美国,金融,综合金融,投资银行业与经纪业,NYSE,N
SF_D,Stifel Financial Corp Series D Pfd,Stifel Financial Corp.,United States 美国,金融,综合金融,投资银行业与经纪业,NYSE,N
SFBC,Sound Financial Bancorp Inc,"Sound Financial Bancorp, Inc.",United States 美国,金融,银行,互助储蓄与抵押信贷金融服务,NASDAQ,O
SFBS,ServisFirst Bancshares Inc,"ServisFirst Bancshares, Inc.",United States 美国,金融,银行,区域性银行,NYSE,N
SFE,安科投资,安科投资公司,United States 美国,金融,综合金融,资产管理与托管银行,NASDAQ,O
SFIX,Stitch Fix Inc-A,"Stitch Fix, Inc.",United States 美国,科技,电商,互联网与直销零售,NASDAQ,O
SFL,SFL Corp Ltd,SFL Corporation Ltd.,Bermuda 百慕大,能源,石油,石油与天然气的储存和运输,NYSE,N
SFM,Sprouts Farmers Market Inc,"Sprouts Farmers Market, Inc.",United States 美国,可选消费,零售业,食品零售,NASDAQ,O
SFNC,Simmons First National Corp,Simmons First National Corporation,United States 美国,金融,银行,区域性银行,NASDAQ,O
SFR,Appreciate Holdings Inc-A,"Appreciate Holdings, Inc.",United States 美国,金融,综合金融,投资银行业与经纪业,NASDAQ,O
SFST,Southern First Bancshares Inc,"Southern First Bancshares, Inc.",United States 美国,金融,银行,区域性银行,NASDAQ,O
SFT,Shift Technologies Inc-A,"Shift Technologies, Inc.",United States 美国,科技,电商,互联网与直销零售,NASDAQ,O
SFWL,盛丰物流,盛丰发展有限公司,Cayman Islands 开曼群岛（英属）,工业,运输,陆运,NASDAQ,O
SG,Sweetgreen Inc-A,"Sweetgreen, Inc.",United States 美国,可选消费,酒店餐饮,餐馆,NYSE,N
SGA,Saga Communications Inc-A,"Saga Communications, Inc.",United States 美国,科技,媒体娱乐,广播,NASDAQ,O
SGBX,Safe & Green Holdings Corp,Safe & Green Holdings Corp.,United States 美国,原材料,建筑材料,建筑材料,NASDAQ,O
SGC,Superior Group of Companies Inc,"Superior Group of Companies, Inc.",United States 美国,可选消费,纺织服装,服装、服饰与奢侈品,NASDAQ,O
SGE,Strong Global Entertainment Inc-A,"Strong Global Entertainment, Inc.",Canada 加拿大,可选消费,耐用商品,消闲用品,AMEX,A
SGEN,Seagen Inc,Seagen Inc.,United States 美国,医疗保健,生物医药,生物科技,NASDAQ,O
SGH,SMART Global Holdings Inc,"SMART Global Holdings, Inc.",Cayman Islands 开曼群岛（英属）,科技,半导体,半导体产品,NASDAQ,O
SGHC,Super Group (SGHC) Ltd,Super Group (SGHC) Limited,United Kingdom 英国,可选消费,酒店餐饮,赌场与赌博,NYSE,N
SGHT,Sight Sciences Inc,"Sight Sciences, Inc.",United States 美国,医疗保健,医疗保健设备与服务,医疗保健设备,NASDAQ,O
SGLY,Singularity Future Technology Ltd,Singularity Future Technology Ltd.,United States 美国,工业,运输,海港与服务,NASDAQ,O
SGMA,喜玛庆国际,喜玛庆国际公司,United States 美国,科技,计算机设备,电子制造服务,NASDAQ,O
SGML,Sigma Lithium Corp,Sigma Lithium Corporation,Canada 加拿大,原材料,金属与采矿,多种金属与采矿,NASDAQ,O
SGMO,Sangamo Therapeutics Inc,"Sangamo Therapeutics, Inc.",United States 美国,医疗保健,生物医药,生物科技,NASDAQ,O
SGRP,SPAR Group Inc,"SPAR Group, Inc.",United States 美国,科技,媒体娱乐,广告,NASDAQ,O
SGRY,Surgery Partners Inc,"Surgery Partners, Inc.",United States 美国,医疗保健,医疗保健设备与服务,医疗保健技术,NASDAQ,O
SGTX,Sigilon Therapeutics Inc,"Sigilon Therapeutics, Inc.",United States 美国,医疗保健,生物医药,生命科学工具和服务,NASDAQ,O
SGU,Star Group LP,"Star Group, L.P.",United States 美国,公用事业,燃气,燃气公用事业,NYSE,N
SHAK,Shake Shack Inc-A,Shake Shack Inc.,United States 美国,可选消费,酒店餐饮,餐馆,NYSE,N
SHAP,Spree Acquisition Corp 1 Ltd-A,Spree Acquisition Corp. 1 Limited,Cayman Islands 开曼群岛（英属）,工业,商业服务,调查和咨询服务,NYSE,N
SHAP_U,Spree Acquisition Corp 1 Ltd Unit Cons of 1 CL A + 1/2 Wts,Spree Acquisition Corp. 1 Limited,Cayman Islands 开曼群岛（英属）,工业,商业服务,调查和咨询服务,NYSE,N
SHBI,Shore Bancshares Inc,"Shore Bancshares, Inc.",United States 美国,金融,银行,区域性银行,NASDAQ,O
SHC,Sotera Health Co,Sotera Health Company,United States 美国,医疗保健,生物医药,生命科学工具和服务,NASDAQ,O
SHCO,Soho House & Co Inc-A,Soho House & Co Inc.,United States 美国,可选消费,酒店餐饮,酒店、度假村与豪华游轮,NYSE,N
SHCR,Sharecare Inc,"Sharecare, Inc.",United States 美国,医疗保健,医疗保健设备与服务,医疗保健技术,NASDAQ,O
SHEL,壳牌,壳牌股份有限公司,United Kingdom 英国,能源,石油,综合性石油与天然气企业,NYSE,N
SHEN,Shenandoah Telecommunications Co,Shenandoah Telecommunications Company,United States 美国,科技,电信业务,无线电信业务,NASDAQ,O
SHFS,SHF Holdings Inc-A,"SHF Holdings, Inc.",United States 美国,金融,综合金融,投资银行业与经纪业,NASDAQ,O
SHG,新韩金融,新韩金融集团有限公司,Korea-South 韩国,金融,银行,综合性银行,NYSE,N
SHIP,Seanergy Maritime Holdings Corp,Seanergy Maritime Holdings Corp.,Marshall Islands 马绍尔群岛,工业,运输,海运,NASDAQ,O
SHLS,Shoals Technologies Group Inc-A,"Shoals Technologies Group, Inc.",United States 美国,科技,半导体,半导体产品,NASDAQ,O
SHLT,SHL Telemedicine Ltd ADR,SHL Telemedicine Ltd.,Israel 以色列,医疗保健,医疗保健设备与服务,医疗保健技术,NASDAQ,O
SHO,Sunstone Hotel Investors Inc,"Sunstone Hotel Investors, Inc.",United States 美国,房地产,股权房地产投资信托 (REITs),多样化房地产投资信托,NYSE,N
SHO_H,Sunstone Hotel Investors Inc Series H Pfd,"Sunstone Hotel Investors, Inc.",United States 美国,房地产,股权房地产投资信托 (REITs),多样化房地产投资信托,NYSE,N
SHO_I,Sunstone Hotel Investors Inc Series I Pfd,"Sunstone Hotel Investors, Inc.",United States 美国,房地产,股权房地产投资信托 (REITs),多样化房地产投资信托,NYSE,N
SHOO,史蒂夫·马登,史蒂夫·马登有限责任公司,United States 美国,可选消费,纺织服装,鞋类,NASDAQ,O
SHOP,Shopify Inc-A,Shopify Inc.,Canada 加拿大,科技,信息技术服务,互联网服务与基础设施,NYSE,N
SHPH,Shuttle Pharmaceuticals Holdings Inc,"Shuttle Pharmaceuticals Holdings, Inc.",United States 美国,医疗保健,生物医药,制药,NASDAQ,O
SHPW,Shapeways Holdings Inc,"Shapeways Holdings, Inc.",United States 美国,工业,资本品,工业机械,NYSE,N
SHUA,SHUAA Partners Acquisition Corp I-A,SHUAA Partners Acquisition Corp I,Cayman Islands 开曼群岛（英属）,金融,综合金融,投资银行业与经纪业,NASDAQ,O
SHUAU,SHUAA Partners Acquisition Corp I Unit Cons of 1 CL A + 1/2 ,SHUAA Partners Acquisition Corp I,Cayman Islands 开曼群岛（英属）,金融,综合金融,投资银行业与经纪业,NASDAQ,O
SHW,宣伟,美国宣伟公司,United States 美国,原材料,化学制品,特种化学制品,NYSE,N
SHYF,The Shyft Group Inc,"The Shyft Group, Inc.",United States 美国,可选消费,汽车,机动车零配件与设备,NASDAQ,O
SIBN,SI-BONE Inc,"SI-BONE, Inc.",United States 美国,医疗保健,医疗保健设备与服务,医疗保健设备,NASDAQ,O
SID,巴西国家钢铁,巴西国家钢铁公司,Brazil 巴西,原材料,金属与采矿,钢铁,NYSE,N
SIDU,Sidus Space Inc-A,"Sidus Space, Inc.",United States 美国,科技,计算机设备,通信设备,NASDAQ,O
SIEB,Siebert Financial Corp,Siebert Financial Corp.,United States 美国,金融,综合金融,投资银行业与经纪业,NASDAQ,O
SIEN,Sientra Inc,"Sientra, Inc.",United States 美国,医疗保健,医疗保健设备与服务,医疗保健设备,NASDAQ,O
SIF,SIFCO Industries Inc,"SIFCO Industries, Inc.",United States 美国,工业,资本品,航天航空与国防,AMEX,A
SIFY,Sify Technologies Ltd ADR,Sify Technologies Limited,India 印度,科技,信息技术服务,互联网服务与基础设施,NASDAQ,O
SIG,西格内特珠宝,西格内特珠宝有限公司,Bermuda 百慕大,可选消费,零售业,专卖店,NYSE,N
SIGA,西佳科技,西佳科技股份有限公司,United States 美国,医疗保健,生物医药,生物科技,NASDAQ,O
SIGI,Selective Insurance Group Inc,"Selective Insurance Group, Inc.",United States 美国,金融,保险,财产与意外伤害保险,NASDAQ,O
SIGIP,Selective Insurance Group Inc Series B Pfd,"Selective Insurance Group, Inc.",United States 美国,金融,保险,财产与意外伤害保险,NASDAQ,O
SII,Sprott Inc.,Sprott Inc.,Canada 加拿大,金融,综合金融,投资银行业与经纪业,NYSE,N
SILC,矽晶电信,矽晶电信有限责任公司,Israel 以色列,科技,计算机设备,通信设备,NASDAQ,O
