证券代码,证券名称,流通市值,总市值,最新价,涨跌幅,振幅,成交额,换手率,所属同花顺行业,三级行业,二级行业,一级行业,主营产品,投资逻辑,公司亮点,沪深指数,所属概念,异动值
688646.SH,逸飞激光,5.37,26.83,28.19,-2.59,3.94,0.22,4.0,机械设备-自动化设备-激光设备,激光设备,机械设备,机械,0,0,圆柱全极耳锂电池激光焊接设备及其全自动组装生产线国内市占率第一,,"装配式建筑,锂电池,智能制造,长安汽车,比亚迪,宁德时代,动力电池回收,钠离子电池,固态电池,储能,专精特新,机器视觉,新型工业化",0.27066157795542717
002823.SZ,凯中精密,16.57,27.06,9.38,-2.6,3.32,0.4,2.42,电力设备-电力设备-电机,电机,电气设备,电力设备,电机换向器集电环,精密电机整流子制造业的龙头企业和市场领导者,汽车电机和办公设备电机领域拥有较高的行业地位和市场份额,中证2000,"扁线电机,特斯拉,汽车热管理,锂电池,新能源汽车,比亚迪,年报预增,工业4.0,燃料电池",0.2838532459299514
600963.SH,岳阳林纸,80.05,81.14,4.5,-2.6,4.98,0.82,1.02,轻工制造-造纸-造纸Ⅲ,造纸,包装印刷,可选消费,印刷用纸,同时拥有上游林业资源和下游造纸业务的林纸一体化企业,国内同时拥有上游林业资源和下游造纸业务的林纸一体化企业,中证1000,"林场改革,国企改革,碳交易,以纸代塑,纸浆,工业大麻,雄安新区,园林开发,PPP,碳中和,央企国企改革,造纸转暖,诚通系,污水处理",0.7420204160198126
002015.SZ,协鑫能科,152.11,152.11,9.37,-2.6,2.49,1.11,0.73,公用事业-电力-热力,热电,电力,公共事业,清洁能源发电,清洁能源发电及热电联产运营服务商,清洁能源发电及热电联产为主业，同时涉及能源服务的企业,中证1000,"高压快充,能源互联网,华为,碳交易,新能源汽车,抽水蓄能,东数西算（算力）,宁德时代,算力租赁,碳中和,风电,节能环保,锂矿,虚拟电厂,储能,换电,绿色电力,数据中心",0.35304438211543765
603819.SH,神力股份,24.47,24.47,11.24,-2.6,4.25,0.1,0.42,电力设备-电力设备-电机,电机,电气设备,电力设备,定转子冲片及铁芯,电机定子冲片、转子冲片和铁芯，是电机的重要核心部件,专业化电机配件生产服务商，与国内外领先企业拥有稳定的合作关系,,"医疗器械,风电,军工,体外诊断,轨道交通",0.09219305100336875
300830.SZ,金现代,16.26,22.54,5.24,-2.6,4.09,0.37,2.24,计算机-计算机应用-软件开发,电力软件,计算机,科技,软件开发及实施,电力行业生产业务领域信息化领先企业,国家火炬计划软件产业基地骨干企业,中证2000,"智能交通,多模态AI,军工,ChatGPT,电力物联网,轨道交通,大数据,华为,碳交易,特高压,充电桩,工业互联网,人工智能,数字经济,智慧政务,工业4.0,鸿蒙,冬奥会,金融科技,国产软件,超超临界发电,风电,信创,华为鲲鹏,核电,百度,人脸识别,数据要素,职业教育,智能电网,新型工业化",0.3557131979727865
688313.SH,仕佳光子,44.64,44.64,9.73,-2.6,5.01,1.33,2.98,通信-通信设备-通信网络设备及器件,光模块,通信,科技,光通信芯片,国内领先的光通信芯片厂商之一,国内先进的光电子核心芯片供应商,中证2000,"5G,光纤,共封装光学（CPO）,F5G,芯片,数据中心",1.3582346783545352
688258.SH,卓易信息,28.29,28.29,32.53,-2.6,4.01,0.47,1.65,计算机-计算机应用-IT服务,云计算,计算机,科技,云服务及设备,国内云计算设备核心固件龙头企业之一,拥有自主知识产权的云计算设备核心固件技术以及云平台技术,中证2000,"国产软件,国产替代,华为,华为欧拉,华为鲲鹏,物联网,云计算",0.3862595656129331
000070.SZ,特发信息,63.09,63.92,7.1,-2.61,3.02,1.83,2.87,通信-通信设备-通信线缆及配套,光缆,通信,科技,光纤光缆,国内光纤光缆行业10强,深圳国资委旗下，深耕光通信行业30余年,中证2000,"航空航天,抖音,卫星导航,光纤,国企改革,华为,大数据,共封装光学（CPO）,特高压,IPV6,新基建,人工智能,粤港澳大湾区,算力租赁,地方国企改革,信创,智能电网,F5G,广东国企改革,一带一路,智慧城市,无人机,5G,国资云,军工,6G,深圳国企改革,芯片,东数西算（算力）,智慧灯杆,光纤光缆,云计算,数据中心,宽带中国",0.8478308460797482
300078.SZ,思创医惠,23.04,23.76,2.61,-2.61,6.72,0.45,1.91,计算机-计算机应用-IT服务,医疗软件,计算机,科技,智慧医疗、EAS、RFID产品,智慧医疗领先企业之一,全球领先的智慧医疗和智慧商业整体解决方案供应商,,"阿里巴巴,电子标签,华为,大数据,食品安全,药品信息化追溯,医药安全,DRG/DIP,家庭医生,人工智能,芯片,养老,电子信息,物联网感知层,国产软件,互联网医疗,安防,区块链,健康中国,共同富裕示范区,物联网,百度,机器人,辅助生殖,云计算,智能医疗,智慧城市",0.7947829197412066
688280.SH,精进电动-UW,18.85,24.2,4.1,-2.61,4.04,0.14,0.71,交运设备-汽车零部件-汽车零部件Ⅲ,汽车电气,汽车零部件,汽车,电驱动系统,新能源汽车电驱动系统国内领军企业之一,新能源汽车电驱动系统国内领军企业之一,,"新能源汽车,小鹏汽车,无人驾驶,北汽新能源,比亚迪,专精特新,减速器",0.12762535892816332
688369.SH,致远互联,19.3,19.3,16.76,-2.61,3.49,0.79,4.08,计算机-计算机应用-软件开发,办公软件,计算机,科技,协同管理软件产品,中国领先的协同管理软件提供商,中国协同管理软件及云服务厂商,中证2000,"国产软件,华为,区块链,SAAS,信创,AIGC,百度,云办公,人工智能,专精特新,智慧政务,ERP",0.5808260068059067
301267.SZ,华厦眼科,80.83,206.47,24.58,-2.61,3.05,0.85,1.05,医药生物-医疗服务-其他医疗服务,眼科,医疗服务,生物医药,眼科,国内领先眼科医疗龙头,国内第二大民营眼科连锁机构,中证1000,"互联网医疗,福建自贸区,眼科医疗",0.3814595600951641
833575.BJ,康乐卫士,38.96,58.58,20.85,-2.62,4.25,0.3,0.78,医药生物-生物制品-疫苗,疫苗,生物,生物医药,重组蛋白疫苗,领先的疫苗研发企业，HPV疫苗进入三期临床,主营重组蛋白疫苗，核心在研项目为HPV疫苗,,"重组蛋白,HPV疫苗",0.25000741890815015
000002.SZ,万科A,651.03,799.36,6.7,-2.62,2.62,15.19,2.32,房地产-房地产开发-住宅开发,住宅,房地产,金融,地产开发,中国最大的专业住宅开发企业,中国最响亮的品牌地产开发商,沪深300,"超级品牌,装配式建筑,住房租赁,冰雪产业,物业管理,央视财经50,体育产业,MSCI,证金持股,同花顺漂亮100",3.939894937499282
301069.SZ,凯盛新材,21.95,65.75,15.63,-2.62,4.61,1.03,4.67,基础化工-化学原料-其他化学原料,化学原料,化学原料,化工,氯化亚砜,全球氯化亚砜行业的龙头企业,公司系全球最大的氯化亚砜生产企业及国内领先的芳纶聚合单体生产企业,中证1000,"锂电原料,3D打印,新材料,锂电池",1.0918378947285594
603918.SH,金桥信息,47.68,47.76,13.02,-2.62,2.99,1.26,2.63,计算机-计算机应用-IT服务,视听技术,计算机,科技,智慧场景解决方案,国内多媒体信息系统行业解决方案领先企业,国内多媒体信息系统应用行业中技术实力较为雄厚、,中证2000,"华为,养老金持股,蚂蚁金服,云办公,上海自贸区,人工智能,智慧政务,数据确权,互联网金融,智慧党建,信创,智能终端,在线教育,金融科技,Web3.0",0.6076887485830776
300030.SZ,阳普医疗,11.07,12.65,4.09,-2.62,3.81,0.36,3.25,医药生物-医疗器械-医疗设备,医疗器械,医疗器械,生物医药,采血管,国内真空采血系统行业的龙头企业，国际先进水平,国内真空采血系统行业龙头企业,,"体外诊断,国企改革,大数据,家庭医生,人工智能,融资租赁,横琴新区,抗原检测,PPP,空气净化,互联网医疗,珠海国企改革,地方国企改革,医疗器械,埃博拉,广东国企改革,细胞免疫治疗,智能医疗",0.3448935815846998
300757.SZ,罗博特科,107.48,114.09,103.35,-2.62,7.07,6.87,6.43,机械设备-自动化设备-其他自动化设备,光伏加工设备,光伏,电力设备,智能自动化设备,国内少数能够提供自动化装备和制造系统软件的企业之一,公司产品主要运用于光伏领域，智能制造技术提供商,中证2000,"高端装备,BC电池,年报预增,华为,养老金持股,新能源汽车,工业互联网,集成电路,TOPCON电池,芯片,工业4.0,光伏,HJT电池,新型工业化",9.556633862962338
300941.SZ,创识科技,18.94,31.96,15.61,-2.62,3.62,0.51,2.67,计算机-计算机设备-计算机设备Ⅲ,金融科技,计算机,科技,银行支付IT,国内重要的电子支付IT方案商,电子支付IT方案商，客户主要为农业银行,中证2000,"数据安全,雄安新区,人工智能,数字经济,智慧政务,养老,冬奥会,鸿蒙,电子发票,福建自贸区,移动支付,数字货币,互联网金融,信创,数据要素",0.3969845882410318
001289.SZ,龙源电力,23.79,1491.39,17.84,-2.62,2.89,1.6,6.67,公用事业-电力-新能源发电,风光发电,电力,公共事业,风力发电,全球最大风电运营商,全球最大风电运营商,沪深300,"新疆振兴,碳交易,国企改革,抽水蓄能,海上风电,潮汐发电,光伏,地热能,风电,碳中和,央企国企改革,生物质能发电,一带一路,绿色电力,同花顺漂亮100",0.8518595051169955
603899.SH,晨光股份,326.11,327.09,35.3,-2.62,4.55,1.81,0.56,轻工制造-家用轻工-文娱用品,娱乐,社会服务,可选消费,办公用品,晨光品牌是书写工具、学生文具、办公文具行业龙头,晨光品牌书写工具、学生文具、办公文具及其他产品，行业龙头,沪深300,"超级品牌,文具,盲盒,智能物流,电子商务,新零售,幼儿教育,MSCI",1.1465875393872362
600770.SH,综艺股份,38.61,38.61,2.97,-2.62,3.28,0.49,1.26,综合-综合-综合Ⅲ,模拟,半导体,科技,信息科技、新能源,覆盖新能源、新材料、信息科技三大国家重点战略产业,涵盖“芯片设计、太阳能电站、互联网彩票”的高新技术企业,中证1000,"国产替代,金融IC,超级计算机,芯片设计,太阳能,人工智能,芯片,光伏,电子发票,汽车芯片,两会,电子商务,跨境电商,云计算,手机游戏,TMT",0.2823127046068981
300085.SZ,银之杰,58.01,65.58,9.28,-2.62,3.67,1.03,1.77,计算机-计算机应用-软件开发,金融科技,计算机,科技,电信服务,金融科技服务提供商之一,金融科技服务公司,中证1000,"华为,大数据,人工智能,粤港澳大湾区,碳中和,国产软件,数字货币,互联网金融,区块链,征信,信创,华为鲲鹏,电子商务,跨境电商,百度,数据要素,MSCI,云计算,金融科技,富媒体",0.642970686363991
600207.SH,安彩高科,42.86,44.44,4.08,-2.63,3.58,0.73,1.7,电力设备-电力设备-光伏设备,光伏玻璃,光伏,电力设备,光伏玻璃、天然气、管道运输,完全掌握光伏玻璃的生产技术,河南财政厅旗下，国内第二家量产光热玻璃的企业，具有20多年电子玻璃和10余年光伏玻璃制造经验,中证2000,"3D玻璃,玻璃,国企改革,光热发电,光伏玻璃,台湾,特种玻璃,低辐射玻璃（Low-E）,光伏,河南国企改革,天然气,建筑节能,郭台铭,地方国企改革,富士康,医疗器械,储能",0.46703035134394644
002908.SZ,德生科技,26.36,36.76,8.52,-2.63,2.97,0.61,2.32,计算机-计算机应用-IT服务,智能卡,通信,科技,社保卡的生产销售,国内社保服务行业的优质供应商,国内社保服务行业的优质供应商,中证2000,"乡村振兴,华为,大数据,金融IC,数字中国,人工智能,数字经济,智慧政务,电子信息,冬奥会,鸿蒙,人力资源服务,移动支付,数字货币,数据确权,区块链,数据要素,农村电商,职业教育,电子身份证,智慧城市",0.3302808314089984
300546.SZ,雄帝科技,11.56,16.49,8.89,-2.63,4.16,0.31,2.65,计算机-计算机设备-计算机设备Ⅲ,智能卡,通信,科技,身份识别、支付终端,身份信息+交通出行支付解决方案服务商,联合国ICAO机读旅行证件设备供应商,中证2000,"腾讯,二维码识别,数字中国,蚂蚁金服,人工智能,智慧政务,冬奥会,电子车牌,网约车,网络安全,数字货币,区块链,信创,数字孪生,人脸识别,数据要素,专精特新,无人银行,金融科技,电子身份证,智慧城市",0.3327826900285423
688156.SH,路德环境,12.66,13.8,13.7,-2.63,4.62,0.19,1.48,环保-环保-水务及水治理,水务,环保,公共事业,高含水废弃物治理,高含水废弃物处理与利用行业的一流企业,"曾获得""国家重点新产品""、""国家火炬计划产业化示范项目""等荣誉",中证2000,"饲料,专精特新,节能环保,污水处理",0.2310208849195134
300198.SZ,纳川股份,13.44,15.27,1.48,-2.63,5.26,0.34,2.51,建筑材料-建筑材料-管材,管材,建筑材料,建筑业,管材销售,东南知名的给排水管网企业，布局新能源汽车,国内最大的HDPE缠绕增强管制造商,,"新型城镇化,电机电控,锂电池,新能源汽车,福建基建,无人驾驶,共享汽车,天然气管道,海绵城市,PPP,水利,地下管网,共享经济,核电,一带一路,污水处理,一元股,减速器",0.4881082731992716
002759.SZ,天际股份,37.47,46.67,9.25,-2.63,5.58,0.45,1.19,电力设备-电力设备-电池,锂电材料,储能,电力设备,锂电材料,主要产品包括六氟磷酸锂、氟铝酸钠、氟化盐系列产品,子公司主要生产经营的产品为六氟磷酸锂,中证2000,"钠离子电池,电解液,家用电器,锂电池,比亚迪,六氟磷酸锂",0.5534142371460686
603985.SH,恒润股份,76.62,76.62,17.38,-2.63,3.53,1.8,2.34,电力设备-电力设备-风电设备,风电铸件,风电,电力设备,辗制法兰,国内少数7.0MW及以上海上风电塔筒法兰制造商之一,主营辗制环形锻件、锻制法兰及其他自由锻件产品,中证1000,"高端装备,风电,国企改革,英伟达,地方国企改革,海上风电,东数西算（算力）,算力租赁",1.0081546905993126
300489.SZ,光智科技,23.2,23.4,17.0,-2.63,3.78,0.46,1.97,机械设备-自动化设备-激光设备,激光设备,机械设备,机械,红外光学与激光材料、合金加工,立足于红外光学与激光器件的高新技术企业,红外光学及激光器件业务快速增长,中证2000,"有色铝,军工,新能源汽车,靶材,黑龙江自贸区,无人驾驶,先进封装,芯片,第四代半导体,氢能源,核电,中俄贸易,激光器,新材料,第三代半导体,无人机",0.3633386067802569
688006.SH,杭可科技,129.37,129.37,21.43,-2.64,3.45,0.77,0.59,电力设备-电力设备-电池,锂电池,储能,电力设备,充放电设备,公司后处理设备覆盖各类型动力电池的主要生产商,锂离子电池生产线后处理系统设计、研发、生产与销售高新技术企业,中证500,"锂电池,固态电池,MSCI,年报预增",0.3803992552050874
301469.SZ,恒达新材,5.27,21.48,24.01,-2.64,3.69,0.42,7.87,轻工制造-造纸-造纸Ⅲ,造纸,包装印刷,可选消费,0,0,医疗透析纸及食品包装原纸市占率国内居前,,食品安全,0.4731324904211706
