涨停日期,一字板,涨停数,跌停数,开板数,开板率,连板数,最高 连板,两市 总成交,两市 总涨幅,涨停 总成交,涨停 总封单,涨停 最大封单,涨停封单,涨停 最大成交,涨停成交额,当日题材,连板股,反包股,长腿股,开板股,趋势股,大成交股,page
"2017-11-20
周一
涨停明细",2,29,15,5,14.70%,2,10,4894亿,0.78%,138.96亿,158.56亿,104.79亿,"104.79亿三六零, 22.43亿凯普生物, 6.28亿紫光国微, 4.71亿广和通, 2.56亿ST三圣",24.71亿,"24.7亿紫光国微, 11.4亿风华高科, 11.4亿紫光股份, 10.8亿光迅科技, 9.8亿科大国创",借壳/芯片/5G/高送转预期/疑似庄股/芯片概念/紫光系,"10板三六零, 2板科大国创",,20.91%*ST大通/18.02%印纪退/17.73%富满微/17.32%易联众/16.90%古鳌科技/16.53%圣达生物/15.91%浙江建投/15.57%泸天化/15.50%中通国脉/15.45%江化微/15.02%武汉凡谷/15.02%陕西黑猫,"12板庄园牧场(3.43%), 1板旋极信息(8.1%), 1板古鳌科技(6.99%), 1板华立股份(6.48%)","76天新 和 成, 76天通威股份, 75天中储股份, 71天摩恩电气, 65天华灿光电, 64天长春高新, 64天亨通光电, 63天晨光股份, 61天ST摩登, 59天恒瑞医药",94亿京东方Ａ/86亿中国平安/65亿科大讯飞/60亿贵州茅台/49亿中兴通讯/39亿招商银行/39亿平安银行/34亿中国联通/31亿中信证券/28亿格力电器/26亿兴业银行/26亿伊利股份,
"2017-11-17
周五
涨停明细",1,5,96,7,58.30%,1,9,6461亿,-1.30%,25.16亿,104.56亿,92.31亿,"92.31亿三六零, 6.71亿科大国创, 2.86亿银江技术, 1.75亿庄园牧场, 0.93亿*ST艾格",8.89亿,"8.9亿庄园牧场, 7.8亿科大国创, 7.5亿银江技术, 0.8亿*ST艾格, 0.1亿三六零",借壳/移动互联网概念/次新股+深港通/智慧城市/人工智能,9板三六零,,19.14%庄园牧场/15.65%广哈通信,"12板广哈通信(4.11%), 1板路畅科技(5.8%), 1板金运激光(7.08%), 1板*ST光一(-6.09%)","75天新 和 成, 75天通威股份, 74天中储股份, 70天摩恩电气, 64天华灿光电, 63天长春高新, 63天亨通光电, 62天晨光股份, 60天ST摩登, 58天恒瑞医药",121亿京东方Ａ/117亿中国平安/86亿贵州茅台/73亿科大讯飞/45亿招商银行/45亿中国联通/44亿伊利股份/43亿中兴通讯/42亿中信证券/41亿ST国安/40亿格力电器/35亿五 粮 液,
"2017-11-16
周四
涨停明细",2,11,11,14,56.00%,2,8,4908亿,0.28%,31.26亿,94.93亿,74.98亿,"74.98亿三六零, 3.63亿财信发展, 3.23亿远大智能, 2.92亿赛摩智能, 2.46亿庄园牧场",7.92亿,"7.9亿贝瑞基因, 7.5亿牧原股份, 7.1亿春兴精工, 2.1亿茂业商业, 2亿ST天山",借壳/超跌反弹/低位反弹/基因测序/中标/5G/人工智能,"8板三六零, 2板ST天山",,,"11板佳力图(-1.95%), 2板ST国华(4.47%), 1板莱茵体育(4.32%), 1板蓝焰控股(8.95%), 1板新 和 成(9.41%)","74天新 和 成, 74天通威股份, 73天中储股份, 69天摩恩电气, 63天华灿光电, 62天长春高新, 62天亨通光电, 61天浙江美大, 61天晨光股份, 59天ST摩登",125亿京东方Ａ/83亿中国平安/72亿科大讯飞/43亿中兴通讯/43亿贵州茅台/30亿格力电器/30亿亨通光电/28亿保利发展/27亿伊利股份/26亿五 粮 液/26亿万华化学/25亿海康威视,
"2017-11-15
周三
涨停明细",3,17,18,7,29.20%,2,7,5244亿,-0.92%,70.37亿,124.32亿,61.52亿,"61.52亿三六零, 29.11亿老白干酒, 4.6亿庄园牧场, 4.31亿乾照光电, 3.93亿苏盐井神",21.68亿,"21.7亿老白干酒, 9.2亿中通国脉, 7.8亿武汉凡谷, 6.5亿大富科技, 5.3亿新易盛",借壳/5G/收购/扩建新项目/利空释放/LED/超跌反弹,"7板三六零, 2板大富科技",金亚退,20.59%丽岛新材/15.42%金亚退/15.36%华铭智能,"1板天奇股份(9.88%), 1板濮耐股份(7.77%), 1板金运激光(3.76%)","73天新 和 成, 73天通威股份, 72天中储股份, 68天摩恩电气, 62天华灿光电, 61天长春高新, 61天亨通光电, 60天浙江美大, 60天晨光股份, 58天ST摩登",79亿京东方Ａ/70亿中国平安/66亿科大讯飞/43亿中兴通讯/38亿合盛硅业/37亿海康威视/36亿天齐锂业/33亿赣锋锂业/31亿中国联通/31亿贵州茅台/30亿亨通光电/29亿格力电器,
"2017-11-14
周二
涨停明细",3,13,6,9,40.90%,2,6,6037亿,-0.74%,34.86亿,128.13亿,56.74亿,"56.74亿三六零, 43.55亿老白干酒, 6.75亿合盛硅业, 4.05亿中环环保, 3.32亿大富科技",11.01亿,"11亿上海物贸, 5.7亿鄂尔多斯, 2.8亿中环环保, 2.3亿合盛硅业, 2.2亿上海天洋",借壳/收购/激励计划/增持计划/半导体/5G/低位反弹,"6板三六零, 5板老白干酒",上海物贸,,"1板金亚退(3.69%), 1板聆达股份(4.27%), 1板隆华科技(5.23%)","72天新 和 成, 72天通威股份, 71天中储股份, 67天摩恩电气, 64天达华智能, 64天伊利股份, 61天华灿光电, 60天长春高新, 60天亨通光电, 59天浙江美大",126亿京东方Ａ/77亿科大讯飞/57亿中国平安/44亿中国联通/37亿ST国安/34亿赣锋锂业/33亿万华化学/32亿贵州茅台/30亿格力电器/30亿天齐锂业/29亿方大炭素/29亿中兴通讯,
"2017-11-13
周一
涨停明细",5,27,3,14,34.10%,4,5,5965亿,0.44%,191.45亿,150.25亿,52.99亿,"52.99亿三六零, 46.18亿老白干酒, 13.72亿合盛硅业, 7.36亿科大讯飞, 4.13亿南 玻Ａ",77.99亿,"78亿科大讯飞, 15.3亿领益智造, 12.4亿林洋能源, 11.2亿北方华创, 10.6亿南 玻Ａ",借壳/收购/锂电池/受益宁德时代上市/高送转预期/玻璃涨价/低位反弹,"5板三六零, 4板老白干酒, 2板金银河/龙韵股份",星帅尔/元隆雅图,17.62%花园生物,"2板通威股份(7%), 2板金辰股份(4.41%), 1板华西股份(5.78%), 1板美年健康(9.84%), 1板天顺风能(7.12%)","78天罗 牛 山, 77天海南高速, 71天新 和 成, 71天通威股份, 70天中储股份, 66天摩恩电气, 63天达华智能, 63天伊利股份, 60天华灿光电, 59天长春高新",102亿京东方Ａ/78亿科大讯飞/53亿中国平安/41亿ST国安/38亿招商银行/37亿中兴通讯/36亿万华化学/36亿四维图新/34亿格力电器/34亿贵州茅台/33亿平安银行/31亿赣锋锂业,
"2017-11-10
周五
涨停明细",5,29,0,11,27.50%,4,4,5679亿,0.47%,142.05亿,180.67亿,56.38亿,"56.38亿三六零, 39.19亿老白干酒, 28.38亿合盛硅业, 13.11亿雅克科技, 6.26亿士兰微",23.71亿,"23.7亿雅克科技, 19.1亿士兰微, 15.1亿隆基绿能, 10.3亿通威股份, 9.9亿天通股份",借壳/收购/半导体产业链/5G/光伏行业/次新股/增持计划,"4板三六零, 3板老白干酒, 2板韦尔股份/至纯科技",,,"1板露笑科技(9.57%), 1板浙江世宝(7.87%), 1板星帅尔(4.81%)","77天罗 牛 山, 76天海南高速, 70天新 和 成, 70天通威股份, 69天中储股份, 65天摩恩电气, 62天达华智能, 62天伊利股份, 59天华灿光电, 58天长春高新",96亿京东方Ａ/86亿中国平安/50亿贵州茅台/47亿格力电器/46亿ST国安/42亿中兴通讯/39亿中国联通/37亿科大讯飞/32亿伊利股份/31亿中信证券/28亿国电南瑞/25亿中国建筑,
"2017-11-09
周四
涨停明细",6,23,0,15,39.50%,4,6,4821亿,0.64%,78.83亿,169.69亿,59.86亿,"59.86亿三六零, 34.68亿老白干酒, 28.17亿合盛硅业, 20.89亿雅克科技, 4.05亿*ST海伦",14.06亿,"14.1亿风语筑, 10.4亿世联行, 7.7亿上海机电, 7.6亿巨人网络, 6.2亿韦尔股份",收购/借壳/疑似庄股/超跌反弹/次新股/半导体产业链/新订单,"6板雅克科技, 3板三六零, 2板老白干酒/龙韵股份",韦尔股份/三孚股份,,"3板乔治白(5.66%), 2板兆新股份(8.49%), 2板宇环数控(7.12%), 2板绿盟科技(6.04%), 1板深康佳Ａ(7.62%), 1板大族激光(9.25%), 1板康强电子(6.86%)","76天罗 牛 山, 75天海南高速, 69天新 和 成, 69天通威股份, 68天中储股份, 64天摩恩电气, 61天达华智能, 61天伊利股份, 58天华灿光电, 57天长春高新",108亿京东方Ａ/70亿ST国安/48亿中国联通/46亿中国平安/37亿中兴通讯/33亿科大讯飞/32亿济南高新/28亿平安银行/28亿格力电器/25亿中信证券/24亿美的集团/23亿天齐锂业,
"2017-11-08
周三
涨停明细",8,34,3,9,20.90%,7,5,5583亿,-0.06%,185.35亿,235.15亿,72.3亿,"72.3亿三六零, 49.39亿老白干酒, 22.33亿合盛硅业, 21.96亿雅克科技, 6.31亿长信科技",69.72亿,"69.7亿ST国安, 17亿长信科技, 16.4亿济南高新, 13.5亿多氟多, 6.6亿贝瑞基因",收购/360概念/借壳/并购重组预期/5G/次新股/锂电池,"5板雅克科技, 2板ST国安/乔治白/沃特股份/炬华科技/济南高新/三六零",德展健康,16.72%杭氧股份,"4板阿石创(7.66%), 1板同德化工(9.1%), 1板国盛金控(7.61%), 1板雄韬股份(6.7%)","75天罗 牛 山, 74天海南高速, 68天新 和 成, 68天通威股份, 67天中储股份, 63天摩恩电气, 60天达华智能, 60天伊利股份, 57天华灿光电, 57天普利制药",124亿京东方Ａ/70亿ST国安/57亿中国平安/52亿平安银行/46亿中信证券/43亿美的集团/38亿财通证券/37亿中国联通/36亿格力电器/35亿科大讯飞/32亿中兴通讯/31亿天齐锂业,
"2017-11-07
周二
涨停明细",4,26,1,10,27.80%,2,4,5258亿,0.79%,189.64亿,195.64亿,118.62亿,"118.62亿三六零, 18.7亿雅克科技, 17.11亿合盛硅业, 6.8亿济南高新, 3.8亿电广传媒",58.8亿,"58.8亿ST国安, 24.2亿中科曙光, 21.6亿济南高新, 13.8亿掌阅科技, 11.7亿电广传媒",收购/半导体产业链/360概念/增持/石油开采/次新股/引进技术,"4板雅克科技, 3板阿石创",掌阅科技,,"2板八一钢铁(8.65%), 1板珠海港(5.78%), 1板德展健康(8.27%), 1板浙江永强(9.87%)","74天罗 牛 山, 73天海南高速, 67天新 和 成, 67天通威股份, 66天中储股份, 62天摩恩电气, 59天达华智能, 59天伊利股份, 56天华灿光电, 56天普利制药",131亿京东方Ａ/77亿中国平安/59亿ST国安/52亿中国联通/47亿科大讯飞/38亿格力电器/36亿贵州茅台/34亿中国中车/32亿财通证券/30亿TCL科技/30亿伊利股份/29亿平安银行,
"2017-11-06
周一
涨停明细",3,20,7,13,39.40%,3,3,4650亿,0.95%,89.05亿,64.47亿,27亿,"27亿合盛硅业, 10.2亿雅克科技, 3.15亿苏州固锝, 2.97亿南卫股份, 2.72亿有研新材",15.81亿,"15.8亿亿帆医药, 9.1亿口子窖, 8.6亿中科信息, 8.5亿中通国脉, 8.1亿江丰电子",收购/机构买入/集成电路/5G/盐湖提锂/强势股反抽/靶材,"3板雅克科技, 2板阿石创/中通国脉",,,"25板掌阅科技(4.89%), 2板亚翔集成(5.25%), 1板TCL科技(9.35%), 1板光正眼科(8.46%), 1板上海新阳(5.98%)","73天罗 牛 山, 72天海南高速, 66天新 和 成, 66天通威股份, 65天中储股份, 61天摩恩电气, 58天达华智能, 58天伊利股份, 55天华灿光电, 55天普利制药",131亿京东方Ａ/58亿中国平安/40亿格力电器/32亿贵州茅台/30亿科大讯飞/29亿中兴通讯/27亿伊利股份/25亿TCL科技/24亿美的集团/24亿中国联通/23亿中国重工/23亿ST国安,
"2017-11-03
周五
涨停明细",2,12,2,11,47.80%,1,2,4655亿,-0.51%,44.34亿,49.09亿,13.52亿,"13.52亿雅克科技, 11.16亿合盛硅业, 5.26亿掌阅科技, 4.93亿通富微电, 2.77亿景嘉微",8.72亿,"8.7亿掌阅科技, 8亿中通国脉, 7.5亿阿石创, 6.2亿通富微电, 5.8亿景嘉微",收购/芯片/次新股/低位反弹/人工智能/供货京东方/中标,2板雅克科技,,22.22%高斯贝尔,"10板晶华新材(-1.13%), 2板华锋股份(-0.07%), 1板ST国安(2.32%), 1板石化机械(8.17%), 1板电广传媒(6.03%)","72天罗 牛 山, 71天海南高速, 65天新 和 成, 65天通威股份, 64天中储股份, 60天摩恩电气, 57天达华智能, 57天伊利股份, 54天华灿光电, 54天普利制药",105亿京东方Ａ/61亿ST国安/46亿科大讯飞/44亿中国平安/32亿中兴通讯/31亿贵州茅台/29亿中国建筑/29亿中国中车/28亿中国联通/25亿赣锋锂业/23亿格力电器/23亿天齐锂业,
"2017-11-02
周四
涨停明细",4,11,6,11,50.00%,2,2,4701亿,-0.44%,23.43亿,71.03亿,22.28亿,"22.28亿掌阅科技, 17.62亿雅克科技, 8.55亿上海沪工, 5.52亿合盛硅业, 4.24亿大博医疗",6.31亿,"6.3亿英联股份, 5.8亿国网英大, 3.7亿大博医疗, 3.2亿迪生力, 2.6亿精功科技",收购/碳排放交易/复牌补涨/高送转填权/健康中国/超跌反弹/次新股,2板国网英大/上海沪工,,17.12%英联股份/16.31%精功科技,"2板南山控股(7.05%), 2板韦尔股份(7.41%), 1板新纶新材(4.39%), 1板美吉姆(3.95%), 1板三晖电气(3.31%)","71天罗 牛 山, 70天海南高速, 64天新 和 成, 64天通威股份, 63天中储股份, 59天摩恩电气, 56天达华智能, 56天伊利股份, 53天华灿光电, 53天普利制药",130亿京东方Ａ/53亿中国平安/51亿科大讯飞/38亿方大炭素/31亿中国建筑/30亿中国联通/26亿财通证券/26亿中国中车/25亿天齐锂业/23亿中兴通讯/23亿格力电器/23亿赣锋锂业,
"2017-11-01
周三
涨停明细",5,23,1,16,41.00%,0,1,4818亿,-0.04%,59.29亿,99.08亿,46.75亿,"46.75亿掌阅科技, 9.1亿上海沪工, 8.09亿宇环数控, 4.19亿合盛硅业, 3.63亿韦尔股份",5.5亿,"5.5亿名雕股份, 4.7亿赢合科技, 4.7亿联合光电, 4.5亿泰嘉股份, 3.9亿中金环境",增持计划/庄股/业绩增长/收购/集成电路/次新股/恢复重组审核,,,16.93%美吉姆,"12板翔港科技(5.22%), 11板洛凯股份(0.33%), 2板恒立液压(5.64%), 1板钱江摩托(6.73%), 1板ST升达(5.6%), 1板美芝股份(3.88%)","70天罗 牛 山, 69天海南高速, 63天新 和 成, 63天通威股份, 62天海峡股份, 62天中储股份, 58天摩恩电气, 55天达华智能, 55天智飞生物, 55天伊利股份",72亿京东方Ａ/65亿中国平安/45亿中国建筑/43亿中国联通/40亿格力电器/32亿伊利股份/30亿华友钴业/29亿方大炭素/27亿贵州茅台/27亿中国中车/26亿中兴通讯/25亿财通证券,
"2017-10-31
周二
涨停明细",3,21,1,8,27.60%,1,2,4320亿,0.29%,91.77亿,86.9亿,26.57亿,"26.57亿宇环数控, 15.63亿百利电气, 6.92亿龙头股份, 4.9亿东方创业, 3.18亿佳讯飞鸿",15.79亿,"15.8亿华大基因, 13.2亿上海物贸, 10.7亿寒锐钴业, 10.6亿畅联股份, 7.4亿江丰电子",国企混改/业绩增长/上海板块/自由贸易港/工业互联网/水污染防治/小金属钴,2板百利电气,,18.16%上海物贸/17.22%洛凯股份/15.03%翔港科技,"2板兆易创新(9.74%), 1板京山轻机(7.81%), 1板东土科技(2.01%), 1板上港集团(7.46%)","69天罗 牛 山, 68天海南高速, 64天南极电商, 64天*ST日海, 62天新 和 成, 62天通威股份, 61天海峡股份, 61天中储股份, 57天摩恩电气, 54天达华智能",88亿京东方Ａ/44亿方大炭素/39亿中国中车/36亿格力电器/33亿中兴通讯/33亿中国平安/32亿贵州茅台/32亿科大讯飞/31亿天齐锂业/28亿中国联通/27亿赣锋锂业/26亿财通证券,
"2017-10-30
周一
涨停明细",3,12,30,9,42.80%,1,2,5625亿,-0.96%,54.13亿,32.44亿,15.39亿,"15.39亿百利电气, 4.06亿四川双马, 2.95亿立昂技术, 2.23亿兆易创新, 1.71亿天威视讯",12.31亿,"12.3亿恺英网络, 11.2亿舍得酒业, 10亿四川双马, 4.5亿卧龙电驱, 4亿雅博股份",复牌补涨/业绩预增/战略合作协议/增持/王亚伟持股/国企混改/业绩增长,2板立昂技术,,14.19%博信股份,"3板*ST同洲(3.74%), 2板同兴达(2.35%), 2板深圳新星(4.24%), 1板合金投资(9.95%), 1板美达股份(4.04%), 1板登云股份(0.83%)","68天罗 牛 山, 67天海南高速, 63天南极电商, 63天*ST日海, 61天新 和 成, 61天通威股份, 60天海峡股份, 60天中储股份, 56天摩恩电气, 53天达华智能",156亿京东方Ａ/76亿中国平安/53亿中国联通/51亿贵州茅台/44亿中国中车/42亿方大炭素/42亿财通证券/40亿中兴通讯/33亿科大讯飞/29亿招商银行/28亿格力电器/24亿中国建筑,
"2017-10-27
周五
涨停明细",1,6,1,9,60.00%,0,1,4632亿,0.06%,11.45亿,15亿,7.76亿,"7.76亿立昂技术, 2.57亿元祖股份, 1.69亿*ST同洲, 1.46亿利安隆, 0.98亿大参林",3.69亿,"3.7亿*ST同洲, 2.7亿大参林, 2亿元祖股份, 1.6亿利安隆, 1.3亿亚钾国际",业绩增长/超跌反弹/股权转让/复牌补涨/业绩预增,,,15.31%嘉麟杰,"3板飞鹿股份(9.98%), 1板华铁股份(0.97%), 1板ST交投(5.08%), 1板同兴达(4.93%)","67天罗 牛 山, 66天海南高速, 62天南极电商, 62天*ST日海, 60天新 和 成, 60天通威股份, 59天海峡股份, 59天中储股份, 55天摩恩电气, 52天达华智能",109亿京东方Ａ/55亿中国平安/53亿贵州茅台/46亿中国联通/34亿招商银行/30亿格力电器/28亿五 粮 液/28亿工商银行/25亿中国中车/24亿方大炭素/23亿赣锋锂业/22亿伊利股份,
"2017-10-26
周四
涨停明细",2,19,3,8,29.60%,2,2,5123亿,0.26%,70.96亿,37.28亿,4.22亿,"4.22亿晋亿实业, 4.17亿上海物贸, 3.63亿大东南, 3.57亿凯发电气, 3.27亿晋西车轴",12.02亿,"12亿寒锐钴业, 10.2亿上海物贸, 8.1亿晋西车轴, 7.6亿晋亿实业, 5.7亿英联股份",高送转/特斯拉/高铁/股权转让/业绩预增/充电桩/高送转预期,2板英联股份/派生科技,飞鹿股份/上海物贸,,"12板威唐工业(3.24%), 1板国盛金控(4.98%), 1板中文在线(5%), 1板会畅通讯(3.41%)","66天罗 牛 山, 65天海南高速, 61天南极电商, 61天*ST日海, 59天新 和 成, 59天通威股份, 58天海峡股份, 58天中储股份, 54天摩恩电气, 51天达华智能",79亿京东方Ａ/70亿贵州茅台/51亿中国平安/41亿格力电器/41亿中国中车/41亿方大炭素/38亿中兴通讯/32亿中国建筑/31亿赣锋锂业/27亿五 粮 液/26亿伊利股份/23亿万华化学,
"2017-10-25
周三
涨停明细",0,20,1,9,31.00%,1,2,3894亿,0.56%,78.56亿,36.54亿,4.94亿,"4.94亿国芳集团, 3.8亿东方创业, 3亿菲达环保, 2.77亿中科信息, 2.57亿英联股份",7.94亿,"7.9亿杭州园林, 7.4亿国芳集团, 6.9亿菲达环保, 6.7亿中科信息, 5.8亿东方创业",高送转预期/次新股/特斯拉/环保装备制造/超跌反弹/业绩增长/高送转,2板寿仙谷,,18.37%铭普光磁/17.95%上海物贸/14.58%国芳集团/14.18%东方创业,"11板铭普光磁(9.85%), 2板小崧股份(5.73%), 1板百洋股份(5.39%), 1板太龙股份(8.84%), 1板飞鹿股份(5.36%)","65天罗 牛 山, 64天海南高速, 60天南极电商, 60天*ST日海, 58天新 和 成, 58天通威股份, 57天海峡股份, 57天中储股份, 53天摩恩电气, 50天达华智能",98亿京东方Ａ/31亿赣锋锂业/30亿格力电器/23亿中国平安/22亿华贸物流/19亿长信科技/18亿科大讯飞/18亿美的集团/17亿畅联股份/17亿盐湖股份/15亿深天马Ａ/15亿TCL科技,
"2017-10-24
周二
涨停明细",0,12,7,14,53.80%,2,3,4072亿,0.26%,57.87亿,25.68亿,5.63亿,"5.63亿中远海科, 4.23亿国创高新, 3.35亿中装建设, 2.87亿北部湾港, 2.05亿宝色股份",9.14亿,"9.1亿融捷股份, 7.7亿中远海科, 7.3亿中装建设, 6.7亿通策医疗, 6.3亿国创高新",自由贸易港/中标/锂电池/超跌反弹/港口/更名/租售同权,"3板中远海科, 2板中装建设",,,"10板九典制药(3.41%), 10板威唐工业(5.17%), 6板金逸影视(3.49%), 4板华贸物流(4.02%), 4板畅联股份(9.69%), 2板合金投资(5.6%), 2板智能自控(9%), 1板实益达(7.54%)","65天阳光电源, 64天罗 牛 山, 63天海南高速, 59天南极电商, 59天*ST日海, 57天新 和 成, 57天通威股份, 56天海峡股份, 56天中储股份, 52天摩恩电气",43亿中国平安/42亿京东方Ａ/28亿华贸物流/28亿格力电器/26亿中兴通讯/24亿畅联股份/23亿赣锋锂业/18亿贵州茅台/18亿世联行/17亿方大炭素/17亿天齐锂业/17亿中国中车,
"2017-10-23
周一
涨停明细",3,19,0,17,47.20%,3,3,3838亿,0.33%,59.25亿,102.77亿,44.24亿,"44.24亿畅联股份, 23.18亿华贸物流, 7.62亿上海物贸, 4亿大港股份, 3.84亿嘉寓股份",17.2亿,"17.2亿北新建材, 5.9亿中远海科, 5.8亿合力泰, 5.5亿海联讯, 5.1亿联泰环保",自由贸易港/超跌反弹/雄安新区/高送转预期/锂电池/业绩增长/业绩预增,"3板畅联股份, 2板中远海科/华贸物流",,15.28%海联讯,"2板东方嘉盛(-0.02%), 2板东方创业(6.36%), 2板锦江在线(4.81%), 2板交运股份(5.93%), 2板嘉诚国际(-2.11%), 1板美丽生态(6.71%), 1板杭氧股份(7.65%), 1板奥马电器(7.71%)","64天阳光电源, 63天罗 牛 山, 62天海南高速, 58天南极电商, 58天*ST日海, 56天新 和 成, 56天通威股份, 55天海峡股份, 55天中储股份, 51天摩恩电气",59亿京东方Ａ/31亿中国平安/22亿方大炭素/22亿上港集团/19亿赣锋锂业/17亿北新建材/16亿格力电器/16亿TCL科技/16亿中国联通/15亿中兴通讯/15亿昆仑万维/15亿中航沈飞,
